Brand,Stockcode,Description,Special Order Only,Sold As,Dealer excl GST,RRP in GST,Category
Shure,MX410RLPDF-C,Shure 10IN DUALFLEX CARDIOID GNECK LESS PREAMP,*,EA,$402.03,,MICROFLEX MODULAR GOOSENECK MICROPHONES
Shure,MX410RLPDF-S,Shure 10IN DUALFLEX GNECK LESS PREAMP S.CARDIO,*,EA,$402.03,,MICROFLEX MODULAR GOOSENECK MICROPHONES
Shure,MX410-S,Shure 10IN S.CARDIOID GOOSENECK W/PREAMP,*,EA,$536.79,,MICROFLEX MODULAR GOOSENECK MICROPHONES
Shure,MX410WELP,"Shure 10IN MICROPHONE, GOOSENECK NO PREAMP",,EA,$307.70,,MICROFLEX MODULAR GOOSENECK MICROPHONES
Shure,MX410WLP,"Shure 10IN MICROPHONE, GOOSENECK NO PREAMP",,EA,$298.72,,MICROFLEX MODULAR GOOSENECK MICROPHONES
Shure,MX410WLP-C-VBDL,Shure SOFT BUNDLE MX410WLP/N + R185W-A,,EA,$478.39,,MICROFLEX MODULAR GOOSENECK MICROPHONES
Shure,MX415-C,Shure 15IN CARDIOID GOOSENECK MICROPHONE,*,EA,$536.79,,MICROFLEX MODULAR GOOSENECK MICROPHONES
Shure,MX415LP-C,Shure 15IN CARDIOID GOOSENECK (NO PREAMP),,EA,$395.29,,MICROFLEX MODULAR GOOSENECK MICROPHONES
Shure,MX415LP-N,"Shure 15IN MICROPHONE, GOOSENECK NO PREAMP",,EA,$298.72,,MICROFLEX MODULAR GOOSENECK MICROPHONES
Shure,MX415LP-S,Shure 15IN S.CARDIOID GOOSENECK (NO PREAMP),,EA,$395.29,,MICROFLEX MODULAR GOOSENECK MICROPHONES
Shure,MX415-S,Shure 15IN S.CARDIOID GOOSENECK MICROPHONE,*,EA,$536.79,,MICROFLEX MODULAR GOOSENECK MICROPHONES
Shure,MX412-C,Shure 12IN CARDIOID GOOSENECK MICROPHONE,,EA,$440.00,$759.00,MICROFLEX STANDARD GOOSENECK MICROPHONES
Shure,MX412D-C,Shure 12IN CARDIOID GOOSENECK W/BASE,,EA,$561.74,$969.00,MICROFLEX STANDARD GOOSENECK MICROPHONES
Shure,MX412D-S,Shure 12IN S.CARDIOID GOOSENECK W/BASE,*,EA,$671.88,"$1,159.00",MICROFLEX STANDARD GOOSENECK MICROPHONES
Shure,MX412-S,Shure 12IN S.CARDIOID GOOSENECK,,EA,$463.19,$799.00,MICROFLEX STANDARD GOOSENECK MICROPHONES
Shure,MX412S-C,Shure 12IN CARDIOID GOOSENECK W/MUTE,*,EA,$526.96,$909.00,MICROFLEX STANDARD GOOSENECK MICROPHONES
Shure,MX412SE-C,Shure 12IN CARDIOID GOOSENECK W/S.ENTRY,*,EA,$526.96,$909.00,MICROFLEX STANDARD GOOSENECK MICROPHONES
Shure,MX412S-S,Shure 12IN S.CARDIOID GOOSENECK W/MUTE,*,EA,$526.96,$909.00,MICROFLEX STANDARD GOOSENECK MICROPHONES
Shure,MX418-C,Shure 18IN CARDIOID GOOSENECK,,EA,$422.61,$729.00,MICROFLEX STANDARD GOOSENECK MICROPHONES
Shure,MX418D-C,Shure 18IN CARDIOID GOOSENECK W/BASE,*,EA,$671.88,"$1,159.00",MICROFLEX STANDARD GOOSENECK MICROPHONES
Shure,MX418D-S,Shure 18IN S.CARDIOID GOOSENECK W/BASE,,EA,$579.13,$999.00,MICROFLEX STANDARD GOOSENECK MICROPHONES
Shure,MX418-S,Shure 18IN S.CARDIOID GOOSENECK,,EA,$434.20,$749.00,MICROFLEX STANDARD GOOSENECK MICROPHONES
Shure,MX418S-C,Shure 18IN CARDIOID GOOSENECK W/MUTE,*,EA,$526.96,$909.00,MICROFLEX STANDARD GOOSENECK MICROPHONES
Shure,MX418S-S,Shure 18IN S.CARDIOID GOOSENECK W/MUTE,*,EA,$526.96,$909.00,MICROFLEX STANDARD GOOSENECK MICROPHONES
Shure,MX202B-C,Shure OVERHEAD CARDIOID MICROPHONE BLACK,*,EA,$457.39,,MICROFLEX OVERHEAD MICROPHONES
Shure,MX202B-MS,Shure BLACK MINI-CONSENSER FOR OVERHEAD MIKING,,EA,$433.48,,MICROFLEX OVERHEAD MICROPHONES
Shure,MX202BP-C,Shure OVERHEAD CARDIOID W/PLATE BLACK,*,EA,$366.10,,MICROFLEX OVERHEAD MICROPHONES
Shure,MX202BP-MS,Shure BLACK MINI CONDENSER FOR OVERHEAD MIKING,*,EA,$366.10,,MICROFLEX OVERHEAD MICROPHONES
Shure,MX202BP-S,Shure OVERHEAD S.CARDIOID W/PLATE BLACK,*,EA,$366.10,,MICROFLEX OVERHEAD MICROPHONES
Shure,MX202B-S,Shure OVERHEAD S.CARDIOID BLACK,,EA,$366.10,,MICROFLEX OVERHEAD MICROPHONES
Shure,MX202W-A-C,Shure OVERHEAD CARDIOID WHITE- MICROPHONE,*,EA,$457.39,,MICROFLEX OVERHEAD MICROPHONES
Shure,MX202W-A-MS,Shure MICROFLEX OVERHEAD MINI-S/GUN MICROPHONE,*,EA,$433.48,,MICROFLEX OVERHEAD MICROPHONES
Shure,MX202W-A-S,Shure OVERHEAD S.CARDIOID MICROPHONE- WH,*,EA,$366.10,,MICROFLEX OVERHEAD MICROPHONES
Shure,MX202WP-A-C,Shure OVERHEAD CARDIOID MICROPHONE-WHITE,*,EA,$366.10,,MICROFLEX OVERHEAD MICROPHONES
Shure,MX202WP-A-MS,Shure CONDENSER OVERHEAD MICROPHONE MINI-S/GUN MICROPHONE,*,EA,$433.48,,MICROFLEX OVERHEAD MICROPHONES
Shure,MX202WP-S,Shure OVERHEAD S.CARDIOID W/PLATE WHITE,*,EA,$366.10,,MICROFLEX OVERHEAD MICROPHONES
Shure,MX150B-C-TQG,Shure MICROFLEX SUBMINIATURE CARDIOID LAVALIER,,EA,$420.54,,MICROFLEX BROADCAST MICROPHONES
Shure,MX153B-TQG,Shure SINGLE-SIDED HEADSET MICROPHONE - BLACK,*,EA,$509.57,,MICROFLEX BROADCAST MICROPHONES
Shure,MX153C-TQG,Shure SINGLE-SIDED HEADSET MICROPHONE - COCOA,,EA,$509.57,,MICROFLEX BROADCAST MICROPHONES
Shure,MX153T-TQG,Shure SINGLE-SIDED HEADSET MICROPHONE - TAN,,EA,$509.57,,MICROFLEX BROADCAST MICROPHONES
Shure,MX183,Shure OMNI-DIRECTIONAL LAPEL MICROPHONE,*,EA,$386.31,$666.39,MICROFLEX BROADCAST MICROPHONES
Shure,MX184,Shure SUPER-CARDIOID LAPEL MICROPHONE,*,EA,$386.31,$666.39,MICROFLEX BROADCAST MICROPHONES
Shure,MX185,Shure CARDIOID LAPEL MICROPHONE,*,EA,$387.83,$669.00,MICROFLEX BROADCAST MICROPHONES
Shure,MX391-C,Shure MINI BOUNDARY CARDIOID BLACK,*,EA,$451.59,,MICROFLEX BOUNDARY MICROPHONES
Shure,MX391-O,Shure MINI BOUNDARY MIC W/PREAMP,*,EA,$451.59,,MICROFLEX BOUNDARY MICROPHONES
Shure,MX391-S,Shure MINI BOUNDARY S.CARDIOID BLACK,*,EA,$451.59,,MICROFLEX BOUNDARY MICROPHONES
Shure,MX391W-C,Shure MINI BOUNDARY CARDIOID WHITE,*,EA,$359.36,,MICROFLEX BOUNDARY MICROPHONES
Shure,MX391W-O,Shure MINI BOUNDARY OMNI WHITE,*,EA,$359.36,,MICROFLEX BOUNDARY MICROPHONES
Shure,MX391W-S,Shure MINI BOUNDARY S.CARDIOID WHITE,*,EA,$359.36,,MICROFLEX BOUNDARY MICROPHONES
Shure,MX392-C,Shure BOUNDARY W/MUTE/LOGIC CARDIOID,*,EA,$567.54,,MICROFLEX BOUNDARY MICROPHONES
Shure,MX392-O,Shure OMNI BOUNDARY MIC W/MUTE/LOGIC/PREAMP,*,EA,$567.54,,MICROFLEX BOUNDARY MICROPHONES
Shure,MX392-S,Shure BOUNDARY W/MUTE/LOGIC S.CARDIOID,*,EA,$451.44,,MICROFLEX BOUNDARY MICROPHONES
Shure,MX393-O,Shure OMNI-DIRECTIONAL BOUNDARY MICROPHONE,*,EA,$567.54,,MICROFLEX BOUNDARY MICROPHONES
Shure,MX395AL-C,Shure BOUNDARY MIC CARDIOID MIC - ALUMINUM,*,EA,$332.41,,MICROFLEX BOUNDARY MICROPHONES
Shure,MX395AL-O,Shure BOUNDARY MIC OMNIDIRECTIONAL - ALUMINIUM,*,EA,$332.41,,MICROFLEX BOUNDARY MICROPHONES
Shure,MX395AL-O-LED,Shure BOUNDARY MIC OMNIDIRECTIONAL W/LED - ALU,*,EA,$350.38,,MICROFLEX BOUNDARY MICROPHONES
Shure,MX395B-C-LED,Shure BOUNDARY MIC CARDIOID W/LED - BLACK,*,EA,$350.38,,MICROFLEX BOUNDARY MICROPHONES
Shure,MX395B-O-LED,Shure BOUNDARY MIC OMNIDIRECTIONAL W/LED - BLA,*,EA,$350.38,,MICROFLEX BOUNDARY MICROPHONES
Shure,MX395W-O,Shure BOUNDARY MIC OMNIDIRECTIONAL - WHITE,*,EA,$332.41,,MICROFLEX BOUNDARY MICROPHONES
Shure,MX395W-O-LED,Shure BOUNDARY MIC OMNIDIRECTIONAL W/LED - WHI,*,EA,$350.38,,MICROFLEX BOUNDARY MICROPHONES
Shure,310XB+HCAM-V,"Shure (2) MXA310,(1) P300-IMX ,(2) MXN5W-C",*,EA,"$6,551.35",,MICROFLEX ADVANCE ARRAY MICROPHONES
Shure,37A39033,Shure GRILL FOR MXA710-4FT-WHITE,*,EA,$496.37,,MICROFLEX ADVANCE ARRAY MICROPHONES
Shure,A310AL-FM,Shure MXA310 ALUMINIUM FLUSH MOUNT,*,EA,$132.52,,MICROFLEX ADVANCE ARRAY MICROPHONES
Shure,A310B-FM,Shure MXA310 BLACK FLUSH MOUNT,*,EA,$132.52,,MICROFLEX ADVANCE ARRAY MICROPHONES
Shure,A710AL-DS,"Shure DESK STAND FOR MXA710, ALUMINUM 60CM",,EA,$78.61,,MICROFLEX ADVANCE ARRAY MICROPHONES
Shure,A710B-DS,"Shure DESK STAND FOR MXA710, BLACK 60CM",*,EA,$78.61,,MICROFLEX ADVANCE ARRAY MICROPHONES
Shure,A710-FM-2FT,"Shure FLUSH MOUNT KIT FOR MXA710, 60CM VERSION",*,EA,$343.63,,MICROFLEX ADVANCE ARRAY MICROPHONES
Shure,A710-FM-4FT,"Shure FLUSH MOUNT KIT FOR MXA710, 120CM",,EA,$433.48,,MICROFLEX ADVANCE ARRAY MICROPHONES
Shure,A710-MSA,Shure MIC STAND ADAPTER FOR MXA710,,EA,$78.61,,MICROFLEX ADVANCE ARRAY MICROPHONES
Shure,A710-TB,Shure TILE BRIDGE LINEAR ARRAY,*,EA,$168.45,,MICROFLEX ADVANCE ARRAY MICROPHONES
Shure,A900B-R-GM,"Shure GRIPPLE MOUNT KIT, ROUND, BLACK COVER",*,EA,$169.83,,MICROFLEX ADVANCE ARRAY MICROPHONES
Shure,A900B-R-PM,"Shure 1.5"" POLE MOUNT KIT,ROUND, BLACK COVER",*,EA,$212.82,,MICROFLEX ADVANCE ARRAY MICROPHONES
Shure,A900-CM,Shure CEILING MOUNT FOR MXA920,,EA,$255.82,,MICROFLEX ADVANCE ARRAY MICROPHONES
Shure,A900-PM-3/8IN,"Shure 3/8"" THREADED ROD ADAPTER",*,EA,$148.33,,MICROFLEX ADVANCE ARRAY MICROPHONES
Shure,A900-S-GM,"Shure GRIPPLE MOUNT KIT, SQUARE, NO COVER",,EA,$83.84,,MICROFLEX ADVANCE ARRAY MICROPHONES
Shure,A900-S-PM,"Shure 1.5"" POLE MOUNT KIT, SQUARE, NO COVER",*,EA,$148.33,,MICROFLEX ADVANCE ARRAY MICROPHONES
Shure,A900W-R-GM,"Shure GRIPPLE MOUNT KIT, ROUND, WHITE COVER",,EA,$169.83,,MICROFLEX ADVANCE ARRAY MICROPHONES
Shure,A900W-R-PM,"Shure 1.5"" POLE MOUNT KIT, ROUND, WHITE COVER",,EA,$212.82,,MICROFLEX ADVANCE ARRAY MICROPHONES
Shure,A901B-R-GM,"Shure GRIPPLE MOUNT KIT, ROUND, BLACK COVER",*,EA,$85.99,,MICROFLEX ADVANCE ARRAY MICROPHONES
Shure,A901-JMR,"Shure WINDJAMMER, DCA901",*,EA,$583.77,,MICROFLEX ADVANCE ARRAY MICROPHONES
Shure,A901W-R-GM,"Shure GRIPPLE MOUNT KIT, ROUND, WHITE COVER",*,EA,$85.99,,MICROFLEX ADVANCE ARRAY MICROPHONES
Shure,A910-25MM,Shure MXA910 ADAPTER (600-625MM),*,EA,$224.60,,MICROFLEX ADVANCE ARRAY MICROPHONES
Shure,A910-HCM,Shure MXA910 HARD CEILING MOUNT,,EA,$393.40,,MICROFLEX ADVANCE ARRAY MICROPHONES
Shure,A910-JB,Shure MXA910 JUNCTION BOX ADAPTER,*,EA,$47.17,,MICROFLEX ADVANCE ARRAY MICROPHONES
Shure,DCA901,"Shure 13.5"" ROUND PLANAR ARRAY,BLACK",*,EA,"$4,716.59",,MICROFLEX ADVANCE ARRAY MICROPHONES
Shure,MXA310AL,Shure TABLE ARRAY MICROPHONE - ALUMINIUM,*,EA,"$1,655.30",,MICROFLEX ADVANCE ARRAY MICROPHONES
Shure,MXA310B,Shure TABLE ARRAY MICROPHONE - BLACK,,EA,"$1,655.30",,MICROFLEX ADVANCE ARRAY MICROPHONES
Shure,MXA310W,Shure TABLE ARRAY MICROPHONE - WHITE,,EA,"$1,655.30",,MICROFLEX ADVANCE ARRAY MICROPHONES
Shure,MXA320AL,"Shure TABLE ARRAY MICROPHONE, ALUMINUM",,EA,"$1,863.82",,MICROFLEX ADVANCE ARRAY MICROPHONES
Shure,MXA320B,"Shure TABLE ARRAY MICROPHONE, BLACK",,EA,"$1,863.82",,MICROFLEX ADVANCE ARRAY MICROPHONES
Shure,MXA320W,"Shure TABLE ARRAY MICROPHONE, WHITE",,EA,"$1,863.82",,MICROFLEX ADVANCE ARRAY MICROPHONES
Shure,MXA710AL-2FT,Shure LINEAR ARRAY MICROPHONE - ALUMINUM/60CM,*,EA,"$3,820.43",,MICROFLEX ADVANCE ARRAY MICROPHONES
Shure,MXA710AL-4FT,Shure LINEAR ARRAY MICROPHONE - ALUMINUM/120CM,*,EA,"$4,842.36",,MICROFLEX ADVANCE ARRAY MICROPHONES
Shure,MXA710B-2FT,Shure LINEAR ARRAY MICROPHONE - BLACK/60CM,,EA,"$3,820.43",,MICROFLEX ADVANCE ARRAY MICROPHONES
Shure,MXA710B-4FT,Shure LINEAR ARRAY MICROPHONE - BLACK/120CM,,EA,"$4,842.36",,MICROFLEX ADVANCE ARRAY MICROPHONES
Shure,MXA710W-2FT,Shure LINEAR ARRAY MICROPHONE - WHITE/60CM,,EA,"$3,820.43",,MICROFLEX ADVANCE ARRAY MICROPHONES
Shure,MXA710W-4FT,Shure LINEAR ARRAY MICROPHONE - WHITE/120CM,,EA,"$4,842.36",,MICROFLEX ADVANCE ARRAY MICROPHONES
Shure,MXA901,Shure CEILING ARRAY MIC - WHITE ROUND,,EA,"$4,514.45",,MICROFLEX ADVANCE ARRAY MICROPHONES
Shure,MXA901AL,Shure CEILING ARRAY MIC - ALUMINIUM ROUND,*,EA,"$4,716.59",,MICROFLEX ADVANCE ARRAY MICROPHONES
Shure,MXA901B-R,Shure CEILING ARRAY MIC - BLACK ROUND,*,EA,"$4,514.45",,MICROFLEX ADVANCE ARRAY MICROPHONES
Shure,MXA902,Shure CEILING ARRAY MIC SYSTEM - WHITE/60CM,,EA,"$5,761.29",,MICROFLEX ADVANCE ARRAY MICROPHONES
Shure,MXA902W-S-USB,Shure MXA902 AUDIO CONFERENCING KIT INCL ANIUSB,,EA,"$6,859.81",,MICROFLEX ADVANCE ARRAY MICROPHONES
Shure,MXA920AL-R,Shure CEILING ARRAY MICROPHONE - ALUMINUM,,EA,"$7,077.12",,MICROFLEX ADVANCE ARRAY MICROPHONES
Shure,MXA920B-R,Shure CEILING ARRAY MICROPHONE - BLACK,*,EA,"$7,077.12",,MICROFLEX ADVANCE ARRAY MICROPHONES
Shure,MXA920W,Shure CEILING ARRAY MICROPHONE - WHITE/60CM,,EA,"$7,077.12",,MICROFLEX ADVANCE ARRAY MICROPHONES
Shure,MXA920W-R,Shure CEILING ARRAY MICROPHONE-WHITE,,EA,"$7,077.12",,MICROFLEX ADVANCE ARRAY MICROPHONES
Shure,MXA-NMB,Shure NETWORK MUTE BUTTON FOR MXA SERIES,,EA,$664.81,,MICROFLEX ADVANCE ARRAY MICROPHONES
Shure,RPM906,Shure BLACK FRAMES FOR MXA920,*,EA,$657.33,,MICROFLEX ADVANCE ARRAY MICROPHONES
Shure,A-MXN5-NCB,Shure NEW CONSTRUCTION BRACKET FOR MXN5-C,,EA,$33.65,,MXN5 NETWORKED LOUDSPEAKER AND ACC
Shure,A-MXN5-TB,Shure TILE BRIDGE FOR MXN5-C,*,EA,$26.95,,MXN5 NETWORKED LOUDSPEAKER AND ACC
Shure,MXN5W-C,"Shure NETWORKED CEILING SPEAKER - WHITE/5.25""",,EA,$730.91,,MXN5 NETWORKED LOUDSPEAKER AND ACC
Shure,MXN-6B,"Shure NETWORKED DANTE PENDANT 6"" LOUDSPEAKER-BLACK",,EA,"$1,049.07",,MXN6 DANTE PENDANT LOUDSPEAKER
Shure,MXN-6W,"Shure NETWORKED DANTE PENDANT 6"" LOUDSPEAKER-WHITE",,EA,"$1,049.07",,MXN6 DANTE PENDANT LOUDSPEAKER
Shure,IMX-RM16-SUB3,Shure INTELLIMIX SOFTWARE AUDIO 16CH-3 YEAR,,EA,"$1,012.86",,SOFTWARE
Shure,IMX-RM16-SUB5,Shure INTELLIMIX SOFTWARE AUDIO 16CH-5 YEAR,,EA,"$1,620.58",,SOFTWARE
Shure,IMX-RM8-SUB3,Shure INTELLIMIX SOFTWARE AUDIO 8CH-3 YEAR,,EA,$607.72,,SOFTWARE
Shure,IMX-RM8-SUB5,Shure INTELLIMIX SOFTWARE AUDIO 8CH-5 YEAR,,EA,$950.74,,SOFTWARE
Shure,IMX-RM-TRIAL,Shure INTELLIMIX SOFTWARE - 90 DAY TRIAL,,EA,POA,,SOFTWARE
Shure,ANI22-BLOCK,Shure NETWORK INTERFACE W/BLOCK CONNECTORS,*,EA,$939.43,,"DSP, ROUTING AND MIXING"
Shure,ANI22-XLR,Shure NETWORK INTERFACE W/XLR CONNECTORS,*,EA,$939.43,,"DSP, ROUTING AND MIXING"
Shure,ANI4IN-BLOCK,Shure 4CH DANTE NETWORK INTERFACE-IN BLOCK,*,EA,$939.43,,"DSP, ROUTING AND MIXING"
Shure,ANI4IN-XLR,Shure 4CH DANTE NETWORK INTERFACE-IN XLR,,EA,$939.43,,"DSP, ROUTING AND MIXING"
Shure,ANI4OUT-BLOCK,Shure 4CH DANTE NETWORK INTERFACE-OUT BLOCK,*,EA,$939.43,,"DSP, ROUTING AND MIXING"
Shure,ANI4OUT-XLR,Shure 4CH DANTE NETWORK INTERFACE-OUT XLR,*,EA,$939.43,,"DSP, ROUTING AND MIXING"
Shure,ANIUSB-MATRIX,Shure NETWORK INTERFACE W/MATRIX MIXING,,EA,"$1,098.52",,"DSP, ROUTING AND MIXING"
Shure,P300,Shure CONFERENCING PROCESSOR W/INTELLIMIX AEC,,EA,"$2,783.91",,"DSP, ROUTING AND MIXING"
Shure,VCC3,Shure 3.5MM TO BLOCK CABLE PAIR,,EA,$116.79,,"DSP, ROUTING AND MIXING"
Shure,7.09004E+12,Shure HUDDLY DISPLAY MOUNTING BRACKET,,EA,$241.82,,HUDDLY CAMERAS
Shure,7.09004E+12,Shure HUDDLY USB-C TO USB-A CABLE - 2M,,EA,$89.09,,HUDDLY CAMERAS
Shure,H1-MBLK,Shure HUDDLY IQ CAMERA,,EA,"$1,497.33",,HUDDLY CAMERAS
Shure,HUDDLY-IQ+ACCS-V,Shure HUDDLY IQ CAMERA WITH BRACKET AND CABLE,,EA,"$1,695.73",,HUDDLY CAMERAS
Shure,A901-PM-3.8IN,Shure THREADED ROD SUSPENSION FOR MXA901,,EA,$276.64,,MICROFLEX ADVANCE ARRY ACCESORIES
Shure,A901-R-HCM,Shure HARD CEILING MOUNT FOR MXA901,*,EA,$180.58,,MICROFLEX ADVANCE ARRY ACCESORIES
Shure,A901-R-TB,Shure TILE BRIDGE CEILING MOUNT FOR MXA901,,EA,$210.67,,MICROFLEX ADVANCE ARRY ACCESORIES
Shure,A901W-R-PM,Shure POLE MOUNTING KIT FOR MXA901,,EA,$212.11,,MICROFLEX ADVANCE ARRY ACCESORIES
Shure,CVL-BC-TQG,Shure CARDIOID LAPEL MICROPHONE,,EA,$83.84,,LAVALIER MICROPHONES FOR WIRELESS
Shure,UL4B-C-LEMO,Shure CARDIOID LAPEL MICROPHONE LEMO3 -BLK,,EA,$521.16,$899.00,LAVALIER MICROPHONES FOR WIRELESS
Shure,UL4B-C-MTQG,Shure CARDIOID LAPEL MICROPHONE MTQG-BLK,,EA,$521.16,$899.00,LAVALIER MICROPHONES FOR WIRELESS
Shure,UL4B-C-XLR,Shure CARDIOID LAPEL MICRO/P XLR PREAMP-BLK,,EA,$579.13,$999.00,LAVALIER MICROPHONES FOR WIRELESS
Shure,UL4C-C-LEMO,Shure CARDIOID LAPEL MICRO/P LEMO3- COCOA,,EA,$521.16,$899.00,LAVALIER MICROPHONES FOR WIRELESS
Shure,UL4C-C-MTQG,Shure CARDIOID LAPEL MICRO/P MTQG- COCOA,,EA,$492.17,$849.00,LAVALIER MICROPHONES FOR WIRELESS
Shure,UL4T-C-LEMO,Shure CARDIOID LAPEL MICRO/P LEMO3-TAN,,EA,$521.16,$899.00,LAVALIER MICROPHONES FOR WIRELESS
Shure,UL4T-C-MTQG,Shure CARDIOID LAPEL MICRO/P MTQG-TAN,,EA,$492.17,$849.00,LAVALIER MICROPHONES FOR WIRELESS
Shure,UL4W-C-LEMO,Shure CARDIOID LAPEL MICRO/P LEMO3-WHITE,,EA,$521.16,$899.00,LAVALIER MICROPHONES FOR WIRELESS
Shure,UL4W-C-MTQG,Shure CARDIOID LAPEL MICRO/P MTQG-WHITE,,EA,$492.17,$849.00,LAVALIER MICROPHONES FOR WIRELESS
Shure,WL183MB-O-TQG,Shure OMNI LAPEL MICROPHONE BLK TQG,,EA,$208.52,,LAVALIER MICROPHONES FOR WIRELESS
Shure,WL183MW-O-TQG,Shure OMNI LAPEL MICROPHONE WHITE TQG,,EA,$209.18,,LAVALIER MICROPHONES FOR WIRELESS
Shure,WL184MB-S-TQG,Shure SUPERCARD LAPEL MICROPHONE BLK TQG,,EA,$208.52,,LAVALIER MICROPHONES FOR WIRELESS
Shure,WL184MW-S-TQG,Shure SUPERCARD LAPEL MICROPHONE WHITE TQG,,EA,$209.18,,LAVALIER MICROPHONES FOR WIRELESS
Shure,WL185MB-C-TQG,Shure CARDIOID LAPEL MICROPHONE BLK TQG,,EA,$208.52,,LAVALIER MICROPHONES FOR WIRELESS
Shure,WL185MW-C-TQG,Shure CARDIOID LAPEL MICROPHONE WHITE TQG,*,EA,$209.18,,LAVALIER MICROPHONES FOR WIRELESS
Shure,WL93,Shure OMNI-DIRECTIONAL LAPEL MICROPHONE,,EA,$137.58,,LAVALIER MICROPHONES FOR WIRELESS
Shure,WL93T,Shure OMNI-DIRECTIONAL LAPEL MICROPHONE,*,EA,$128.99,,LAVALIER MICROPHONES FOR WIRELESS
Shure,PGA31-TQG,Shure HEADSET VOCAL MICROPHONE,,EA,$81.69,,WH SERIES HEADSET MICROPHONES FOR WIRELESS
Shure,SM31FH-TQG,Shure HEADSET FITNESS MICROPHONE,,EA,$171.98,,WH SERIES HEADSET MICROPHONES FOR WIRELESS
Shure,SM35-TQG,Shure HEADSET VOCAL MICROPHONE,,EA,$171.98,,WH SERIES HEADSET MICROPHONES FOR WIRELESS
Shure,SM35-XLR,Shure HEADSET VOCAL MICROPHONE,*,EA,$277.32,,WH SERIES HEADSET MICROPHONES FOR WIRELESS
Shure,WBH54B,Shure HEADSET VOCAL MICROPHONE,*,EA,$477.24,,WH SERIES HEADSET MICROPHONES FOR WIRELESS
Shure,WBH54T,Shure HEADSET VOCAL MICROPHONE,*,EA,$477.24,,WH SERIES HEADSET MICROPHONES FOR WIRELESS
Shure,WH20TQG,Shure HEADSET VOCAL MICROPHONE,,EA,$148.33,,WH SERIES HEADSET MICROPHONES FOR WIRELESS
Shure,WACR,Shure COLOURED RINGS FOR SVX SYSTEMS,*,EA,$28.41,$49.00,SVX SERIES WIRELESS SYSTEMS & COMPONENTS
Shure,WADRM,Shure RACK-MOUNT KIT FOR SVX SYSTEMS - DUAL,*,EA,$51.59,$89.00,SVX SERIES WIRELESS SYSTEMS & COMPONENTS
Shure,WASRM,Shure RACK-MOUNT KIT FOR SVX SYSTEMS - SINGLE,*,EA,$51.59,$89.00,SVX SERIES WIRELESS SYSTEMS & COMPONENTS
Shure,BLX1288-PGA31-M17,Shure DUAL-CHANNEL WIRELESS SYSTEM WITH PG58 & PGA31 (662-686 MHZ),,EA,$984.93,"$1,699.00",BLX SERIES WIRELESS SYSTEMS
Shure,BLX14-CVL-M17,Shure WIRELESS LAPEL SYSTEM (662-686 MHZ),,EA,$608.12,"$1,049.00",BLX SERIES WIRELESS SYSTEMS
Shure,BLX14-M17,Shure WIRELESS INSTRUMENT SYSTEM (662-686 MHZ),,EA,$550.14,$949.00,BLX SERIES WIRELESS SYSTEMS
Shure,BLX14-PGA31-M17,Shure WIRELESS HEADSET SYSTEM (662-686),,EA,$608.12,"$1,049.00",BLX SERIES WIRELESS SYSTEMS
Shure,BLX14-SM31-M17,Shure WIRELESS HEADSET SYSTEM (662-686),,EA,$642.90,"$1,109.00",BLX SERIES WIRELESS SYSTEMS
Shure,BLX14-SM35-M17,Shure WIRELESS HEADSET SYSTEM (662-686),,EA,$782.03,"$1,349.00",BLX SERIES WIRELESS SYSTEMS
Shure,BLX14-W85M-M17,Shure WIRELESS LAPEL SYSTEM WITH WL185M (662-686),*,EA,$695.07,"$1,199.00",BLX SERIES WIRELESS SYSTEMS
Shure,BLX14-WL93-M17,Shure WIRELESS LAPEL SYSTEM (662-686),*,EA,$660.29,"$1,139.00",BLX SERIES WIRELESS SYSTEMS
Shure,BLX188-CVL-M17,Shure DUAL-CHANNEL WIRELESS LAPEL SYSTEM (662-686),,EA,"$1,037.10","$1,789.00",BLX SERIES WIRELESS SYSTEMS
Shure,BLX24-BETA58-M17,Shure WIRELESS VOCAL SYSTEM (662-686),,EA,$648.70,"$1,119.00",BLX SERIES WIRELESS SYSTEMS
Shure,BLX24-PG58-M17,Shure WIRELESS VOCAL SYSTEM (662-686),,EA,$486.38,$839.00,BLX SERIES WIRELESS SYSTEMS
Shure,BLX24-SM58-M17,Shure WIRELESS VOCAL SYSTEM (662-686),,EA,$532.75,$919.00,BLX SERIES WIRELESS SYSTEMS
Shure,BLX288-BETA58-M17,Shure DUAL-CHANNEL WIRELESS VOCAL SYSTEM (662-686),,EA,"$1,268.99","$2,189.00",BLX SERIES WIRELESS SYSTEMS
Shure,BLX288-PG58-M17,Shure DUAL-CHANNEL WIRELESS VOCAL SYSTEM (662-686),,EA,$984.93,"$1,699.00",BLX SERIES WIRELESS SYSTEMS
Shure,BLX288-SM58-M17,Shure DUAL-CHANNEL WIRELESS VOCAL SYSTEM (662-686),,EA,"$1,095.07","$1,889.00",BLX SERIES WIRELESS SYSTEMS
Shure,BLX14R-CVL-M17,Shure RACK-MOUNT WIRELESS LAPEL SYSTEM (662-686 MHZ),,EA,$700.87,"$1,209.00",BLX RACK MOUNT SERIES WIRELESS SYSTEMS
Shure,BLX14R-M17,Shure RACK-MOUNT WIRELESS INSTRUMENT SYSTEM (662-686),*,EA,$584.93,"$1,009.00",BLX RACK MOUNT SERIES WIRELESS SYSTEMS
