StockCode,GCode,Vendor,PartNo,Description,RRP,ETA,Block1_Price,Block2_Price,Block3_Price,ProductGroup,Stock,EAN,UPC,APN,MOQ
GV-N5060WF2-8GD,DZ00112549,Gigabyte,GV-N5060WF2-8GD,GIGABYTE GV-N5060WF2-8GD GRAPHIC CARD (3YRS),719.00,TBC,559.00,559.00,559.00,Graphics Card,0,,889523050187,,1
GV-N5060WF2MAX OC-8GD,DZ00113700,Gigabyte,GV-N5060WF2MAX OC-8GD,GIGABYTE GV-N5060WF2MAX OC-8GD GRAPHICS CARD,779.00,01/09/2026,549.00,549.00,549.00,Graphics Card,0,,889523052365,,1
GV-N5060WF2OC-8GD,DZ00112548,Gigabyte,GV-N5060WF2OC-8GD,GIGABYTE GV-N5060WF2OC-8GD GRAPHIC CARD,849.00,TBC,559.00,559.00,559.00,Graphics Card,0,,889523050156,,1
GV-N5070EAGLE OC-12GD,DZ00111824,Gigabyte,GV-N5070EAGLE OC-12GD,GIGABYTE GV-N5070EAGLE OC-12GD GRAPHIC CARD,1599.00,01/09/2026,1153.00,1153.00,1153.00,Graphics Card,0,,889523048412,,1
GV-N5070EAGLEOC ICE-12GD,DZ00111825,Gigabyte,GV-N5070EAGLEOC ICE-12GD,GIGABYTE GV-N5070EAGLEOC ICE-12GD GRAPHIC CARD,1599.00,01/09/2026,1149.00,1149.00,1149.00,Graphics Card,0,,889523048429,,1
GV-N5070WF3OC-12GD,DZ00111827,Gigabyte,GV-N5070WF3OC-12GD,GIGABYTE GV-N5070WF3OC-12GD GRAPHIC CARD,1559.00,01/09/2026,1089.00,1089.00,1089.00,Graphics Card,0,,889523048191,,1
GV-N507TEAGLE OC-16GD,DZ00112135,Gigabyte,GV-N507TEAGLE OC-16GD,GIGABYTE GV-N507TEAGLE OC-16GD GRAPHIC CARD,2299.00,,1645.00,1645.00,1645.00,Graphics Card,1,,889523048559,,1
GV-N507TEAGLEOC ICE-16GD,DZ00112134,Gigabyte,GV-N507TEAGLEOC ICE-16GD,GIGABYTE GV-N507TEAGLEOC ICE-16GD GRAPHIC CARD,2299.00,TBC,1639.00,1639.00,1639.00,Graphics Card,0,,889523048504,,1
GV-N507TGAMING OC-16GD,DZ00111828,Gigabyte,GV-N507TGAMING OC-16GD,GIGABYTE GV-N507TGAMING OC-16GD GRAPHIC CARD,2379.00,TBC,1729.00,1729.00,1729.00,Graphics Card,0,,889523048054,,1
GV-N507TWF3OC-16GD,DZ00111829,Gigabyte,GV-N507TWF3OC-16GD,GIGABYTE GV-N507TWF3OC-16GD GRAPHIC CARD,2209.00,,1645.00,1645.00,1645.00,Graphics Card,1,,889523048047,,1
GV-N5080AERO OC-16GD,DZ00111830,Gigabyte,GV-N5080AERO OC-16GD,GIGABYTE GV-N5080AERO OC-16GD GRAPHIC CARD,3229.00,TBC,2380.00,2380.00,2380.00,Graphics Card,0,,889523048030,,1
GV-N5080WF3OC-16GD,DZ00111985,Gigabyte,GV-N5080WF3OC-16GD,GIGABYTE GV-N5080WF3OC-16GD GRAPHIC CARD,2979.00,24/07/2026,2239.00,2239.00,2239.00,Graphics Card,0,,889523048528,,1
GV-N5090AORUS M-32GD,DZ00111833,Gigabyte,GV-N5090AORUS M-32GD,GIGABYTE GV-N5090AORUS M-32GD GRAPHIC CARD,6899.00,24/07/2026,5999.00,5999.00,5999.00,Graphics Card,0,,889523048450,,1
GV-R9060XTGAMING OC-16GD,DZ00112511,Gigabyte,GV-R9060XTGAMING OC-16GD,GIGABYTE GV-R9060XTGAMING OC-16GD GRAPHICS CARD (3YRS),1179.00,,758.00,758.00,758.00,Graphics Card,1,,889523049761,,1
GV-R9070XTGAMING OC-16GD,DZ00112228,Gigabyte,GV-R9070XTGAMING OC-16GD,GIGABYTE GV-R9070XTGAMING OC-16GD GRAPHIC CARD,1699.00,,1199.00,1199.00,1199.00,Graphics Card,1,,889523047569,,1
GV-R9070XTGAMING-16GD,DZ00113324,Gigabyte,GV-R9070XTGAMING-16GD,GIGABYTE GV-R9070XTGAMING-16GD GRAPHICS CARD,1569.00,TBC,1189.00,1189.00,1189.00,Graphics Card,0,,889523049631,,1
H810M GAMING WIFI6,DZ00113672,Gigabyte,H810M GAMING WIFI6,GIGABYTE H810M GAMING WIFI6  MOTHERBOARD,215.00,,159.00,159.00,159.00,Motherboard,26,,889523047941,,1
KCP3L16ND8/8,78607,Kingston,KCP3L16ND8/8,KINGSTON 8GB DDR3 1600MHZ LOW VOLTAGE MODULE,173.00,,135.36,135.36,135.36,RAM - Desktop / Notebook / Server,2,,740617253733,,1
KCP3L16SD8/8,71513,Kingston,KCP3L16SD8/8,KINGSTON 8GB 1600MHZ LOW VOLTAGE SODIMM,173.00,TBC,135.36,135.36,135.36,RAM - Desktop / Notebook / Server,0,,0740617253757,,1
KCP432NS8/8,DZ00110825,Kingston,KCP432NS8/8,KINGSTON 8GB DDR4 3200MT/s Module,227.00,,177.51,177.51,177.51,RAM - Desktop / Notebook / Server,1,,740617324815,,1
KCP432SD8/16,84739,Kingston,KCP432SD8/16,KINGSTON 16GB DDR4 3200MHz SODIMM,421.00,,329.81,329.81,329.81,RAM - Desktop / Notebook / Server,4,,740617310986,,1
KCP432SD8/32,85382,Kingston,KCP432SD8/32,KINGSTON 32GB DDR4 3200MHz SODIMM,833.00,,652.13,652.13,652.13,RAM - Desktop / Notebook / Server,1,,740617310979,,1
KCP432SS8/8,84919,Kingston,KCP432SS8/8,KINGSTON 8GB DDR4 3200MHZ SODIMM,227.00,TBC,177.51,177.51,177.51,RAM - Desktop / Notebook / Server,0,,1,,1
KCP556SD8-32,DZ00110150,Kingston,KCP556SD8-32,KINGSTON 32GB DDR5 5600MT/s SODIMM,1003.00,12/08/2026,784.79,784.79,784.79,RAM - Desktop / Notebook / Server,0,,740617335040,,1
KCP556SS6-8,DZ00110151,Kingston,KCP556SS6-8,KINGSTON 8GB DDR5 5600MT/s SODIMM,281.00,,218.00,218.00,218.00,RAM - Desktop / Notebook / Server,15,,740617335019,,1
KCP556SS8-16,DZ00110149,Kingston,KCP556SS8-16,KINGSTON 16GB DDR5 5600MT/s SODIMM,508.00,,403.00,403.00,403.00,RAM - Desktop / Notebook / Server,20,,740617335002,,1
KCP556US8-16,DZ00114031,Kingston,KCP556US8-16,KINGSTON 16GB DDR5 5600MT/S NON-ECC UNBUFFERED DIMM,459.00,,397.00,397.00,397.00,RAM - Desktop / Notebook / Server,12,,740617334357,,1
KF432C16BB12AK2/32_,89907,Kingston,KF432C16BB12AK2/32_,KINGSTON 32GB 3200MHz DDR4 CL16 DIMM (Kit of 2) FURY BEAST RGB,869.00,,680.38,680.38,680.38,RAM - Gaming,10,,0000,,1
KF432C16BB1K2/32,85018,Kingston,KF432C16BB1K2/32,KINGSTON 32GB 3200MHz DDR4 CL16 DIMM (Kit of 2) FURY BEAST Black,845.00,,659.00,659.00,659.00,RAM - Gaming,1,,,,1
KF556C36BBE-16,DZ00113576,Kingston,KF556C36BBE-16,KINGSTON 16GB 5600MT/S DDR5 CL36 DIMM FURY BEAST BLACK EXPO,511.00,12/08/2026,365.00,365.00,365.00,RAM - Gaming,0,,740617330809,,1
KF556C36BBEA-64,DZ00112989,Kingston,KF556C36BBEA-64,KINGSTON 64GB 5600MT/S DDR5 CL36 DIMM FURY BEAST RGB,2005.00,,1569.27,1569.27,1569.27,RAM - Gaming,1,,740617350111,,1
KF556C36BBEAK2-64,DZ00113542,Kingston,KF556C36BBEAK2-64,KINGSTON 64GB 5600MT/S DDR5 CL36 DIMM (KIT OF 2) FURY BEAST RGB EXPO,2028.00,TBC,1587.47,1587.47,1587.47,RAM - Gaming,0,,740617350272,,1
KF556C36BWE-16,DZ00113575,Kingston,KF556C36BWE-16,KINGSTON 16GB 5600MT/S DDR5 CL36 DIMM FURY BEAST WHITE EXPO,511.00,,399.73,399.73,399.73,RAM - Gaming,1,,740617333732,,1
KF556C40BBAK2-32,88590,Kingston,KF556C40BBAK2-32,KINGSTON 32GB 5600MT/s DDR5 CL40 DIMM (Kit of 2) FURY Beast RGB XMP,1039.00,,813.52,813.52,813.52,RAM - Gaming,11,,740617328493,,1
KF556C40BBAK2-64,88589,Kingston,KF556C40BBAK2-64,KINGSTON 64GB 5600MT/s DDR5 CL40 DIMM (Kit of 2) FURY Beast RGB XMP,2028.00,TBC,1587.47,1587.47,1587.47,RAM - Gaming,0,,740617328509,,1
KF560C30BBEAK2-32,DZ00113336,Kingston,KF560C30BBEAK2-32,KINGSTON FURY BEAST RGB 32GB (16GBx2) DDR5-6000 CL30 DIMM,1080.00,,845.13,845.13,845.13,RAM - Gaming,9,,740617342895,,1
KF560C30BBEAK2-64,DZ00113395,Kingston,KF560C30BBEAK2-64,KINGSTON FURY BEAST RGB 64 GB (2X32GB) DDR5-6000 CL30 DESKTOP GAMING MEMORY,2112.00,TBC,1652.61,1652.61,1652.61,RAM - Gaming,0,,740617342819,,1
KF560C30BBEK2-32,DZ00111992,Kingston,KF560C30BBEK2-32,KINGSTON 32GB 6000MT/S DDR5 CL30 DIMM (KIT OF 2) FURY BEAST BLACK EXPO,1060.00,,829.81,829.81,829.81,RAM - Gaming,12,,740617342994,,1
KF560C30BBEK2-64,DZ00112290,Kingston,KF560C30BBEK2-64,KINGSTON 64GB 6000MT/S DDR5 CL30 DIMM(KIT OF 2) FURY BEAST BLACK EXPO,2091.00,,1636.32,1636.32,1636.32,RAM - Gaming,6,,740617343403,,1
KF560C30BWEAK2-32,DZ00113338,Kingston,KF560C30BWEAK2-32,KINGSTON FURY BEAST 32GB (2X16GB) DDR5 6000MT/S CL30 WHITE RGB EXPO,1080.00,,845.13,845.13,845.13,RAM - Gaming,6,,740617329803,,1
KF560C30BWEAK2-64,DZ00113397,Kingston,KF560C30BWEAK2-64,KINGSTON FURY BEAST WHITE RGB EXPO 64GB(2X32GB) 6000MT/S DDR5 CL30 DIMM DESKTOP GAMING MEMORY,2112.00,,1652.61,1652.61,1652.61,RAM - Gaming,2,,740617343298,,1
KF560C30BWEK2-32,DZ00113337,Kingston,KF560C30BWEK2-32,KINGSTON FURY BEAST 32GB (2X16GB) DDR5 6000MT/S CL30 WHITE EXPO,1060.00,,829.81,829.81,829.81,RAM - Gaming,9,,740617343328,,1
KF560C30BWEK2-64,DZ00113396,Kingston,KF560C30BWEK2-64,KINGSTON FURY BEAST WHITE 64GB(2X32GB) 6000MT/S DDR5 CL30 DIMM  DESKTOP GAMING MEMORY,2091.00,,1636.32,1636.32,1636.32,RAM - Gaming,1,,740617343250,,1
KF560C36BBE2AK2-32,DZ00111125,Kingston,KF560C36BBE2AK2-32,KINGSTON 32GB 6000MT/s DDR5 CL36 DIMM (Kit of 2) FURY Beast RGB Black EXPO,1054.00,,725.00,725.00,725.00,RAM - Gaming,6,,740617345902,,1
KF560C36BBE2K2-32,DZ00111129,Kingston,KF560C36BBE2K2-32,KINGSTON 32GB 6000MT/s DDR5 CL36 DIMM (Kit of 2) FURY Beast Black EXPO,1033.00,TBC,689.00,689.00,689.00,RAM - Gaming,0,,740617345841,,1
KF560C36BBE2K2-64,DZ00113541,Kingston,KF560C36BBE2K2-64,KINGSTON 64GB 6000MT/S DDR5 CL36 DIMM (KIT OF 2) FURY BEAST BLACK,2037.00,,1619.00,1619.00,1619.00,RAM - Gaming,3,,740617350128,,1
KF560C36BWE2AK2-32,DZ00111127,Kingston,KF560C36BWE2AK2-32,KINGSTON 32GB 6000MT/s DDR5 CL36 DIMM (Kit of 2) FURY Beast RGB White EXPO,1054.00,,779.00,779.00,779.00,RAM - Gaming,7,,740617345889,,1
KF560C36BWE2K2-32,DZ00111131,Kingston,KF560C36BWE2K2-32,KINGSTON 32GB 6000MT/s DDR5 CL36 DIMM (Kit of 2) FURY Beast White EXPO,1033.00,,718.00,718.00,718.00,RAM - Gaming,5,,740617345872,,1
KF560C36BWEAK2-64,DZ00113540,Kingston,KF560C36BWEAK2-64,KINGSTON 64GB 6000MT/S DDR5 CL36 DIMM (KIT OF 2) FURY BEAST WHITE RGB EXPO,2058.00,,1610.46,1610.46,1610.46,RAM - Gaming,1,,740617333480,,1
KF564C32BBEAK2-32,DZ00113340,Kingston,KF564C32BBEAK2-32,KINGSTON FURY BEAST 32GB (2 X 16GB) DDR5 6400MT/S  CL32 DESKTOP MEMORY,1093.00,,855.67,855.67,855.67,RAM - Gaming,9,,740617343113,,1
KF564C32BBEK2-32,DZ00113339,Kingston,KF564C32BBEK2-32,KINGSTON FURY BEAST 32GB (2X16GB) 6400MT/S DDR5 CL32 DESKTOP MEMORY,1073.00,,839.39,839.39,839.39,RAM - Gaming,4,,740617342765,,1
KM6300,84197,Gigabyte,KM6300,GIGABYTE KM6300 USB KEYBOARD AND MOUSE DESKTOP COMBO,35.00,,23.00,23.00,23.00,Keyboard,30,4719331551148,813567026266,,1
KVR16LS11/8,63107,Kingston,KVR16LS11/8,KINGSTON 8GB 1600MHZ DDR3 NON-ECC CL11 SODIMM 1.35V,173.00,12/08/2026,139.00,139.00,139.00,RAM - Desktop / Notebook / Server,0,,740617219791,,1
KVR32N22D8/16,82769,Kingston,KVR32N22D8/16,KINGSTON 16GB 3200MHz DDR4 Non-ECC CL22 DIMM,421.00,,329.81,329.81,329.81,RAM - Desktop / Notebook / Server,4,,1,,1
KVR32N22D8/32,82768,Kingston,KVR32N22D8/32,KINGSTON 32GB 3200MHz DDR4 Non-ECC CL22 DIMM,533.00,,433.00,433.00,433.00,RAM - Desktop / Notebook / Server,2,,740617305975,,1
KVR32N22S8/16,86522,Kingston,KVR32N22S8/16,KINGSTON 16GB 3200MHz DDR4 DIMM,421.00,,329.81,329.81,329.81,RAM - Desktop / Notebook / Server,2,,0000,,1
KVR32N22S8/8,82767,Kingston,KVR32N22S8/8,KINGSTON 8GB 3200MHz DDR4 Non-ECC CL22 DIMM,227.00,,177.51,177.51,177.51,RAM - Desktop / Notebook / Server,2,,740617296068,,1
KVR32S22S8/16,86693,Kingston,KVR32S22S8/16,KINGSTON 16GB 3200MT/s DDR4 Non-ECC CL22 SODIMM 1Rx8,421.00,,329.81,329.81,329.81,RAM - Desktop / Notebook / Server,6,,740617310894,,1
KVR32S22S8/8,84914,Kingston,KVR32S22S8/8,KINGSTON 8GB 3200MHz DDR4 SODIMM,227.00,,139.00,139.00,139.00,RAM - Desktop / Notebook / Server,14,,0000,,1
KVR56S46BD8-32,DZ00112960,Kingston,KVR56S46BD8-32,KINGSTON 32GB 5600MT/s DDR5 CL46 SODIMM 2Rx8,1003.00,12/08/2026,784.79,784.79,784.79,RAM - Desktop / Notebook / Server,0,,740617334036,,1
KVR56S46BS6-8,DZ00113018,Kingston,KVR56S46BS6-8,KINGSTON 8GB 5600MT/s DDR5 Non-ECC CL46 SODIMM 1Rx16,281.00,,220.13,220.13,220.13,RAM - Desktop / Notebook / Server,3,,740617334074,,1
KVR56S46BS8-16,DZ00112106,Kingston,KVR56S46BS8-16,KINGSTON 16GB 5600MT/s DDR5 Non-ECC CL46 SODIMM 1Rx8,508.00,,397.82,397.82,397.82,RAM - Desktop / Notebook / Server,4,,000,,1
KVR56U46BS8-16,88593,Kingston,KVR56U46BS8-16,KINGSTON 16GB 5600MT/s DDR5 Non-ECC CL46 DIMM 1Rx8,508.00,,397.82,397.82,397.82,RAM - Desktop / Notebook / Server,3,,740617332827,,1
KW9-00632,85675,Microsoft,KW9-00632,MICROSOFT WINDOWS  HOME 11 64BIT ENG INTL 1PK DSP OEI DVD,269.00,,189.00,189.00,189.00,Software - Perpetual,30,,,,1
MN-15-ENETCABLE,DZ00111733,STARL,04855100,STARLINK MINI ETHERNET CABLE,79.00,24/07/2026,53.88,53.88,53.88,Network Device,0,,850049670371,,1
MN-15-PW-CABLE,DZ00111731,STARL,11699760,STARLINK MINI 15M DC POWER CABLE,69.00,24/07/2026,44.89,44.89,44.89,Network Device,0,,850049670401,,1
MN-30-PW-CABLE,DZ00111732,STARL,11699730,STARLINK MINI 30M DC POWER CABLE,79.00,24/07/2026,53.88,53.88,53.88,Network Device,0,,850049670364,,1
MN-5-USBC-CABLE,DZ00111734,STARL,11699775,STARLINK MINI 5M USC-C CABLE,59.00,,46.17,46.17,46.17,Network Device,2,,850049670463,,1
MN-PIPE-ADAPTER,DZ00111735,STARL,04172003,STARLINK MINI PIPE ADAPTER,75.00,,58.70,58.70,58.70,Network Device,7,,850049670548,,1
MN-PIVOT-MOUNT,DZ00111729,STARL,04172002,STARLINK MINI PIVOT MOUNT,17.00,,13.30,13.30,13.30,Network Device,8,,850049670340,,1
MN-WALL-MOUNT,DZ00111730,STARL,04172001,STARLINK MINI WALL MOUNT,17.00,TBC,13.30,13.30,13.30,Network Device,0,,850049670357,,1
MOBILITY-MOUNT,DZ00111727,STARL,02890000,STARLINK MINI MOBILITY MOUNT,55.00,TBC,43.04,43.04,43.04,Network Device,0,,850049670418,,1
N257-AC-BK-U-PL-G2,DZ00113352,Kobo,N257-AC-BK-U-PL-G2,KOBO REMOTE PAGE TURNER - INKWELL BLACK,49.00,,37.00,37.00,37.00,Smart Device And CE - Accessory,30,,681495010745,,1
N257-AC-WH-U-PL-G2,DZ00113351,Kobo,N257-AC-WH-U-PL-G2,KOBO REMOTE PAGE TURNER - NEWSPRINT GREY,49.00,,37.00,37.00,37.00,Smart Device And CE - Accessory,30,,681495010752,,1
N365-AC-BK-E-PU,DZ00110270,Kobo,N365-AC-BK-E-PU,KOBO CLARA BW/COLOUR BLACK SLEEPCOVER,49.00,,36.22,36.22,36.22,Smart Device And CE - Accessory,30,681495009527,681495009527,,1
N365-AC-BL-E-PU,DZ00112721,Kobo,N365-AC-BL-E-PU,KOBO CLARA BW/COLOUR DUSK BLUE SLEEPCOVER,49.00,,36.22,36.22,36.22,Smart Device And CE - Accessory,30,,681495010028,,1
N365-AC-BL-O-PU,DZ00110269,Kobo,N365-AC-BL-O-PU,KOBO CLARA BW/COLOUR COBALT BLUE BASIC SLEEPCOVER,39.00,,28.83,28.83,28.83,Smart Device And CE - Accessory,30,681495009534,681495009534,,1
N365-AC-CT-C-PL,DZ00110268,Kobo,N365-AC-CT-C-PL,KOBO CLARA BW/COLOUR CLEAR CASE,39.00,,28.83,28.83,28.83,Smart Device And CE - Accessory,30,681495009596,681495009596,,1
N365-AC-GR-E-PU,DZ00110272,Kobo,N365-AC-GR-E-PU,KOBO CLARA BW/COLOUR MISTY GREEN SLEEPCOVER,49.00,,36.22,36.22,36.22,Smart Device And CE - Accessory,30,681495009510,681495009510,,1
N365-AC-PK-E-PU,DZ00110273,Kobo,N365-AC-PK-E-PU,KOBO CLARA BW/COLOUR CANDY PINK SLEEPCOVER,49.00,,36.22,36.22,36.22,Smart Device And CE - Accessory,30,681495009503,681495009503,,1
N365-AC-RD-E-PU,DZ00110271,Kobo,N365-AC-RD-E-PU,KOBO CLARA BW/COLOUR CAYENNE RED SLEEPCOVER,49.00,,36.22,36.22,36.22,Smart Device And CE - Accessory,30,681495009497,681495009497,,1
N365-AC-YL-E-PU,DZ00112722,Kobo,N365-AC-YL-E-PU,KOBO CLARA BW/COLOUR BUTTER YELLOW SLEEPCOVER,49.00,,36.22,36.22,36.22,Smart Device And CE - Accessory,30,,681495010035,,1
N365-KU-BK-K-EP,DZ00110204,Kobo,N365-KU-BK-K-EP,"KOBO CLARA BW 6"" E INK CARTA DISPLAY COMFORT LIGHT PRO & WATERPROOF E-READER",299.00,,248.92,248.92,248.92,Smart Device And CE,30,,681495009558,,1
N367-KU-BK-K-CK,DZ00110205,Kobo,N367-KU-BK-K-CK,"KOBO CLARA COLOUR BLACK 6"" E INK COLOUR DISPLAY COMFORT LIGHT PRO & WATERPROOF E-READER",319.00,,266.76,266.76,266.76,Smart Device And CE,30,,681495009541,,1
N367-KU-WH-K-CK,DZ00112949,Kobo,N367-KU-WH-K-CK,"KOBO CLARA COLOUR WHITE 6"" E INK COLOUR DISPLAY COMFORT LIGHT PRO & WATERPROOF E-READER",319.00,,266.76,266.76,266.76,Smart Device And CE,30,,681495010042,,1
N428-AC-BK-E-PU,DZ00110276,Kobo,N428-AC-BK-E-PU,KOBO LIBRA COLOUR BLACK SLEEPCOVER,59.00,,43.60,43.60,43.60,Smart Device And CE - Accessory,30,681495009114,681495009114,,1
N428-AC-BK-N-PU,DZ00110279,Kobo,N428-AC-BK-N-PU,KOBO LIBRA COLOUR BLACK NOTEBOOK SLEEPCOVER,59.00,,43.60,43.60,43.60,Smart Device And CE - Accessory,30,681495009091,681495009091,,1
N428-AC-BL-E-PU,DZ00110277,Kobo,N428-AC-BL-E-PU,KOBO LIBRA COLOUR DUSK BLUE SLEEPCOVER,59.00,,43.60,43.60,43.60,Smart Device And CE - Accessory,30,681495009121,681495009121,,1
N428-AC-BL-N-PU,DZ00112723,Kobo,N428-AC-BL-N-PU,KOBO LIBRA COLOUR DUSK BLUE NOTEBOOK SLEEPCOVER,59.00,,43.60,43.60,43.60,Smart Device And CE - Accessory,30,,681495010011,,1
N428-AC-CT-C-PL,DZ00110274,Kobo,N428-AC-CT-C-PL,KOBO LIBRA COLOUR CLEAR CASE,44.00,07/08/2026,32.50,32.50,32.50,Smart Device And CE - Accessory,0,681495009589,681495009589,,1
N428-AC-GR-O-PU,DZ00110275,Kobo,N428-AC-GR-O-PU,KOBO LIBRA COLOUR GARDEN GREEN BASIC SLEEPCOVER,49.00,,36.22,36.22,36.22,Smart Device And CE - Accessory,30,681495009145,681495009145,,1
N428-AC-SB-N-PU,DZ00110280,Kobo,N428-AC-SB-N-PU,KOBO LIBRA COLOUR SAND BEIGE NOTEBOOK SLEEPCOVER,59.00,,43.60,43.60,43.60,Smart Device And CE - Accessory,30,681495009107,681495009107,,1
N428-AC-YL-E-PU,DZ00110278,Kobo,N428-AC-YL-E-PU,KOBO LIBRA COLOUR BUTTER YELLOW SLEEPCOVER,59.00,,43.60,43.60,43.60,Smart Device And CE - Accessory,30,681495009138,681495009138,,1
N428-KU-BK-K-BU,DZ00112882,Kobo,N428-KU-BK-K-BU,KOBO LIBRA COLOUR BLACK & STYLE 2 BLACK - E-READER & PEN BUNDLE,539.00,,539.00,539.00,539.00,Smart Device And CE,30,,681495009992,,1
N428-KU-BK-K-CK,DZ00110206,Kobo,N428-KU-BK-K-CK,"KOBO LIBRA COLOUR BLACK 7"" E INK COLOUR DISPLAY STYLUS 2 COMPATIBILITY & WATERPROOF E-READER",449.00,,373.82,373.82,373.82,Smart Device And CE,30,,681495009473,,1
N428-KU-WH-K-CK,DZ00110207,Kobo,N428-KU-WH-K-CK,"KOBO LIBRA COLOUR WHITE 7"" E INK COLOUR DISPLAY STYLUS 2 COMPATIBILITY & WATERPROOF E-READER",449.00,,373.82,373.82,373.82,Smart Device And CE,30,,681495009480,,1
N605-AC-BK-E-PU,88385,Kobo,N605-AC-BK-E-PU,KOBO ELIPSA 2E BLACK SLEEPCOVER,139.00,,102.74,102.74,102.74,Smart Device And CE - Accessory,8,,681495008612,,1
N605-AC-BK-S-PN,DZ00110265,Kobo,N605-AC-BK-S-PN,"KOBO STYLUS 2 PEN BLACK - COMPATIBLE WITH LIBRA COLOUR, SAGE, ELIPSA",139.00,,102.70,102.70,102.70,Smart Device And CE - Accessory,30,,681495008636,,1
N605-AC-WH-S-PN,DZ00111960,Kobo,N605-AC-WH-S-PN,"KOBO STYLUS 2 PEN WHITE - COMPATIBLE WITH LIBRA COLOUR, SAGE, ELIPSA",139.00,,102.70,102.70,102.70,Smart Device And CE - Accessory,30,,681495009794,,1
N778-AC-BK-E-PU,85419,Kobo,N778-AC-BK-E-PU,KOBO SAGE BLACK SLEEPCOVER,69.95,,54.74,54.74,54.74,Smart Device And CE - Accessory,28,,681495008360,,1
NUCIOALUWS,DZ00110645,Asus,90AR0000-P00010,ASUS LAN AND USB ADD ON ASSEMBLY MODULE FOR ASUS NUC (TALL KIT ONLY),99.00,,62.96,62.96,62.96,Desktop PC Accessory - Commercial,30,4711387526934,197105526938,,1
P1503CVA-S71938X,DZ00113992,Asus,90NX0881-M026E0,"ASUS P1503CVA-S71938X 15.6"" FHD INTEL 5 210H DDR5 16G 512GB 2280 PCIE G4 MISTY GREY WIN11 PRO 1YR ONSITE NOTEBOOK",2019.00,,1580.09,1580.09,1580.09,Notebook - Commercial,B,4711636474559,199291474550,,1
P440VAK-BPC183W,DZ00112435,Asus,90PT03X5-M01MF0,"ASUS P440VAK-BPC183W 23.8"" FHD INTEL I5-13420H 16GB DDR5 256GB PCIE 4.0 SSD WIFI 6E WIN 11  HOME BLK AIO DESKTOP PC 3Y ONSITE SERVICE",1549.00,,1223.58,1223.58,1223.58,Desktop PC - Commercial,1,,197105389816,,1
P500SV-05210H112X,DZ00113664,Asus,90PF05A1-M014D0,ASUS P500SV-05210H112X INTEL 5 210H 16GB U-DDR5 5600 512GB 2280 PCIE USB+MS 180W 80+BRONZE WIN11 PRO 3Y ON-SITE WIFI6E SMALL FORM FACTOR,1819.00,,1423.57,1423.57,1423.57,Desktop PC - Commercial,26,4711636326346,199291326347,,1
P5405CSA-NZ0207X,DZ00111749,Asus,90NX0861-M00890,""ASUS P5405CSA-NZ0207X INTEL U7 258V 14.0"" WQXGA6:10 LPDDR5X 32G[ON BD.]MOP 1TB 2280 PCIE G4 MISTY GREY TPM WIN11 PRO NZ,3Y ON-SITE  EXPERTBOOK"",3599.00,TBC,2532.61,2532.61,2532.61,Notebook - Commercial,0,,197105783898,,1
P5405CSA-NZ1440X,DZ00113993,Asus,90NX0861-M01Y50,""ASUS P5405CSA-NZ1440X INTEL U5 226V 14.0"" WQXGA 16:10 LPDDR5X 16G[ON BD.]MOP 512G 2280 PCIE G4 MISTY GREY TPM WIN11 PRO NZ,3Y ON-SITE EXPERTBOOK"",2249.00,,1760.09,1760.09,1760.09,Notebook - Commercial,30,4711636534772,199291534773,,1
P5405CSA-NZ1445X,DZ00113994,Asus,90NX0861-M01Y40,""ASUS P5405CSA-NZ1445X INTEL U7 258V 14.0"" WQXGA 16:10 LPDDR5X 32G[ON BD.]MOP 512G 2280 PCIE G4 MISTY GREY TPM WIN11 PRO NZ,3Y ON-SITE EXPERTBOOK"",2789.00,,2182.70,2182.70,2182.70,Notebook - Commercial,30,4711636534789,199291534780,,1
PIPE-ADAPTER,DZ00111721,STARL,04759113,"STANDARD PIPE ADAPTER MOUNT, DESIGNED TO ATTACH TO ANY POLE WITH A MAX DIAMETER OF 63.5 MM, COMPATIBLE WITH STANDARD KIT (LATEST GENERATION)",120.00,24/07/2026,93.91,93.91,93.91,Network Device,0,,850049670197,0850049670197,1
PIVOT-MOUNT,DZ00111723,STARL,04759105,"STANDARD PIVOT MOUNT, DESIGNED FOR INSTALLATION ON SHINGLED ROOFS, COMPATIBLE WITH STANDARD KIT (LATEST GENERATION)",17.00,24/07/2026,13.30,13.30,13.30,Network Device,0,,850049670210,0850049670210,1
PM1503CDA-S70233X,DZ00113762,Asus,90NX09D1-M008X0,""ASUS PM1503CDA-S70233X 15.6"" FHD AMD R5 -150 DDR5 16G 512G 2280 PCIE G4 AMD R660M  NON TOUCH SCREEN GREY TPM WIN11 PRO ,1Y ON-SITE EXPERTBOOK"",1849.00,,1447.04,1447.04,1447.04,Notebook - Commercial,30,4711636456043,199291456044,,1
PM3406CKA-NZ0201X,DZ00112847,Asus,90NX0971-M007F0,""ASUS PM3406CKA-NZ0201X AMD RYZEN AI7 350 14.0"" WQXGA 16:10 DDR5 16G 512G NON TOUCH SCREEN MISTY GREY TPM WIN11 PRO(AIPC),3Y ON-SITE EXPERTBOOK"",2159.10,,1689.73,1689.73,1689.73,Notebook - Commercial,21,1,199291112599,,1
