ProductCode,ManufacturerProductCode,ProductTitle,PriceExGST,PriceRRP,ProductCategory,StockOnHand,ProductDescription,ProductManufacturer,PromotionCode,NextAvailableStockDue
ME291AM/A,ME291AM/A,"Apple Lightning to USB Cable (0.5m)",27.26,30.43,"Apple Accessories",161,"USB 2.0 cable connects your iPhone,iPad,or iPod with Lightning connector to your computer''s USB port for syncing and charging or to the Apple USB Power Adapter for convenient charging from a wall outlet",APPLE,,
MGN03X/A,MGN03X/A,"Apple 12W USB Power Adapter",26.13,30.43,"Apple Accessories",0,,APPLE,,
MGN63X/A,MGN63X/A,"Apple 13"" MacBook Air: M1 chip 8C CPU,7C GPU,256GB - SG",1409.52,1520.87,"Apple Mac",0,"&lt;BR&gt;Apple-designed M1 chip  &lt;BR&gt;Up to 18 hours of battery life  &lt;BR&gt;8-core CPU and 7-core GPU  &lt;BR&gt;16-core Neural Engine  &lt;BR&gt;8GB of unified memory  &lt;BR&gt;256GB SSD storage  &lt;BR&gt;13.3-inch Retina display  &lt;BR&gt;FaceTime HD camera  &lt;BR&gt;Three-microphone array  &lt;BR&gt;Wi-Fi 6  &lt;BR&gt;Two Thunderbolt/USB 4 ports  &lt;BR&gt;Backlit Magic Keyboard and Touch ID  &lt;BR&gt;macOS an easy-to-use design and works seamlessly with iPhone",APPLE,,
MGN63X/A-COMM,MGN63X/A-COMM,"Apple 13"" MacBook Air: M1 chip 8C CPU 7C GPU 256GB - SG",1409.52,1520.87,"Apple Mac",45,"Apple-designed M1 chip for a giant leap in CPU,GPU and machine learning performance  Go longer than ever with up to 18 hours of battery life  8-core CPU delivers up to 3.5x faster performance,to tackle projects faster than ever  Up to eight GPU cores with up to 5x faster graphics,for graphics-intensive apps and games  16-core Neural Engine for advanced machine learning  8GB of unified memory so everything you do is fast and fluid   Superfast SSD storage launches apps and opens files in an instant  Fanless design for silent operation   13.3-inch Retina display with P3 wide colour for vibrant images and incredible detail  FaceTime HD camera with advanced image signal processor for clearer,sharper video calls  Three-microphone array focuses on your voice instead of whats going on around you  Next-generation Wi-Fi 6 for faster connectivity  Two Thunderbolt/USB 4 ports for charging and accessories  Backlit Magic Keyboard and Touch ID for secure unlock and payments  macOS Big Sur i",APPLE,,
MGN73X/A,MGN73X/A,"Apple 13"" MacBook Air: M1 chip 8C CPU,8C GPU,512GB - SG",1731.79,1868.70,"Apple Mac",0,"&lt;BR&gt;Apple-designed M1 chip  &lt;BR&gt;Up to 18 hours of battery life  &lt;BR&gt;8-core CPU and 8-core GPU  &lt;BR&gt;16-core Neural Engine  &lt;BR&gt;8GB of unified memory  &lt;BR&gt;512GB SSD storage  &lt;BR&gt;13.3-inch Retina display  &lt;BR&gt;FaceTime HD camera  &lt;BR&gt;Three-microphone array  &lt;BR&gt;Wi-Fi 6  &lt;BR&gt;Two Thunderbolt/USB 4 ports  &lt;BR&gt;Backlit Magic Keyboard and Touch ID  &lt;BR&gt;macOS an easy-to-use design and works seamlessly with iPhone",APPLE,,
MGN93X/A,MGN93X/A,"Apple 13"" MacBook Air: M1 chip 8C CPU,7C GPU,256GB- Silver",1409.52,1520.87,"Apple Mac",0,"&lt;BR&gt;Apple-designed M1 chip  &lt;BR&gt;Up to 18 hours of battery life  &lt;BR&gt;8-core CPU and 7-core GPU  &lt;BR&gt;16-core Neural Engine  &lt;BR&gt;8GB of unified memory  &lt;BR&gt;256GB SSD storage  &lt;BR&gt;13.3-inch Retina display  &lt;BR&gt;FaceTime HD camera  &lt;BR&gt;Three-microphone array  &lt;BR&gt;Wi-Fi 6  &lt;BR&gt;Two Thunderbolt/USB 4 ports  &lt;BR&gt;Backlit Magic Keyboard and Touch ID  &lt;BR&gt;macOS an easy-to-use design and works seamlessly with iPhone",APPLE,,
MGNA3X/A,MGNA3X/A,"Apple 13"" MacBook Air: M1 chip 8C CPU,8C GPU,512GB- Silver",1731.79,1868.70,"Apple Mac",0,"&lt;BR&gt;Apple-designed M1 chip  &lt;BR&gt;Up to 18 hours of battery life  &lt;BR&gt;8-core CPU and 8-core GPU  &lt;BR&gt;16-core Neural Engine  &lt;BR&gt;8GB of unified memory  &lt;BR&gt;512GB SSD storage  &lt;BR&gt;13.3-inch Retina display  &lt;BR&gt;FaceTime HD camera  &lt;BR&gt;Three-microphone array  &lt;BR&gt;Wi-Fi 6  &lt;BR&gt;Two Thunderbolt/USB 4 ports  &lt;BR&gt;Backlit Magic Keyboard and Touch ID  &lt;BR&gt;macOS an easy-to-use design and works seamlessly with iPhone",APPLE,,
MGND3X/A,MGND3X/A,"Apple 13"" MacBook Air: M1 chip 8C CPU,7C GPU,256GB - Gold",1409.52,1520.87,"Apple Mac",0,"&lt;BR&gt;Apple-designed M1 chip  &lt;BR&gt;Up to 18 hours of battery life  &lt;BR&gt;8-core CPU and 7-core GPU  &lt;BR&gt;16-core Neural Engine  &lt;BR&gt;8GB of unified memory  &lt;BR&gt;256GB SSD storage  &lt;BR&gt;13.3-inch Retina display  &lt;BR&gt;FaceTime HD camera  &lt;BR&gt;Three-microphone array  &lt;BR&gt;Wi-Fi 6  &lt;BR&gt;Two Thunderbolt/USB 4 ports  &lt;BR&gt;Backlit Magic Keyboard and Touch ID  &lt;BR&gt;macOS an easy-to-use design and works seamlessly with iPhone",APPLE,,
MGND3X/A-COMM,MGND3X/A-COMM,"Apple 13"" MacBook Air: M1 chip 8C CPU 7C GPU 256GB - Gold",1409.52,1520.87,"Apple Mac",0,"Apple-designed M1 chip for a giant leap in CPU,GPU and machine learning performance  Go longer than ever with up to 18 hours of battery life  8-core CPU delivers up to 3.5x faster performance,to tackle projects faster than ever  Up to eight GPU cores with up to 5x faster graphics,for graphics-intensive apps and games  16-core Neural Engine for advanced machine learning  8GB of unified memory so everything you do is fast and fluid   Superfast SSD storage launches apps and opens files in an instant  Fanless design for silent operation   13.3-inch Retina display with P3 wide colour for vibrant images and incredible detail  FaceTime HD camera with advanced image signal processor for clearer,sharper video calls  Three-microphone array focuses on your voice instead of whats going on around you  Next-generation Wi-Fi 6 for faster connectivity  Two Thunderbolt/USB 4 ports for charging and accessories  Backlit Magic Keyboard and Touch ID for secure unlock and payments  macOS Big Sur i",APPLE,,
MGNE3X/A,MGNE3X/A,"Apple 13"" MacBook Air: M1 chip 8C CPU,8C GPU,512GB - Gold",1731.79,1868.70,"Apple Mac",0,"&lt;BR&gt;Apple-designed M1 chip  &lt;BR&gt;Up to 18 hours of battery life  &lt;BR&gt;8-core CPU and 8-core GPU  &lt;BR&gt;16-core Neural Engine  &lt;BR&gt;8GB of unified memory  &lt;BR&gt;512GB SSD storage  &lt;BR&gt;13.3-inch Retina display  &lt;BR&gt;FaceTime HD camera  &lt;BR&gt;Three-microphone array  &lt;BR&gt;Wi-Fi 6  &lt;BR&gt;Two Thunderbolt/USB 4 ports  &lt;BR&gt;Backlit Magic Keyboard and Touch ID  &lt;BR&gt;macOS an easy-to-use design and works seamlessly with iPhone",APPLE,,
MGNR3X/A,MGNR3X/A,"Apple Mac mini: M1 chip with 8C CPU,8C GPU,256GB SSD",965.76,1042.61,"Apple Mac",0,"&lt;BR&gt;Apple-designed M1 chip  &lt;BR&gt;8-core CPU and 8-core GPU  &lt;BR&gt;16-core Neural Engine  &lt;BR&gt;8GB of unified memory   &lt;BR&gt;256GB SSD storage  &lt;BR&gt;Advanced cooling system  &lt;BR&gt;Wi-Fi 6  &lt;BR&gt;Two Thunderbolt/USB 4 ports,one HDMI 2.0 port,two USB-A ports and Gigabit Ethernet  &lt;BR&gt;macOS is easy-to-use and works seamlessly with iPhone  &lt;BR&gt;19.7-centimetre-square design in silver",APPLE,,
MGNT3X/A,MGNT3X/A,"Apple Mac mini: M1 chip with 8C CPU,8C GPU,512GB SSD",1247.88,1346.96,"Apple Mac",4,"&lt;BR&gt;Apple-designed M1 chip  &lt;BR&gt;8-core CPU and 8-core GPU  &lt;BR&gt;16-core Neural Engine  &lt;BR&gt;8GB of unified memory   &lt;BR&gt;512GB SSD storage  &lt;BR&gt;Advanced cooling system  &lt;BR&gt;Wi-Fi 6  &lt;BR&gt;Two Thunderbolt/USB 4 ports,one HDMI 2.0 port,two USB-A ports and Gigabit Ethernet  &lt;BR&gt;macOS is easy-to-use and works seamlessly with iPhone  &lt;BR&gt;19.7-centimetre-square design in silver",APPLE,,
MGPC3X/A,MGPC3X/A,"Apple 24"" iMac 4.5K: M1 chip,8C CPU,8C GPU,256GB - Silver",2013.90,2173.04,"Apple Mac",0,"&lt;BR&gt;24-inch 4.5K Retina display &lt;BR&gt;Apple M1 chip with 8-core CPU and 8-core GPU &lt;BR&gt;Thin 11.5-millimetre design in vibrant colours  &lt;BR&gt;1080p FaceTime HD camera &lt;BR&gt;Studio-quality three-mic array  &lt;BR&gt;Six-speaker sound system &lt;BR&gt;256GB SSD storage &lt;BR&gt;Two Thunderbolt/USB 4 ports and up to two USB 3 ports &lt;BR&gt;Wi-Fi 6 and Bluetooth 5.0 wireless &lt;BR&gt;Colour-matched Magic Mouse with Magic Keyboard or Magic Keyboard with Touch ID &lt;BR&gt;macOS is easy-to-use and works seamlessly with iPhone",APPLE,,
MGPD3X/A,MGPD3X/A,"Apple 24"" iMac 4.5K: M1 chip,8C CPU,8C GPU,512GB - Silver",2296.01,2477.39,"Apple Mac",0,"&lt;BR&gt;24-inch 4.5K Retina display &lt;BR&gt;Apple M1 chip with 8-core CPU and 8-core GPU &lt;BR&gt;Thin 11.5-millimetre design in vibrant colours  &lt;BR&gt;1080p FaceTime HD camera &lt;BR&gt;Studio-quality three-mic array  &lt;BR&gt;Six-speaker sound system &lt;BR&gt;512GB SSD storage &lt;BR&gt;Two Thunderbolt/USB 4 ports and up to two USB 3 ports &lt;BR&gt;Wi-Fi 6 and Bluetooth 5.0 wireless &lt;BR&gt;Colour-matched Magic Mouse with Magic Keyboard or Magic Keyboard with Touch ID &lt;BR&gt;macOS is easy-to-use and works seamlessly with iPhone",APPLE,,
MGPH3X/A,MGPH3X/A,"Apple 24"" iMac 4.5K: M1 chip,8C CPU,8C GPU,256GB - Green",2013.90,2173.04,"Apple Mac",0,"&lt;BR&gt;24-inch 4.5K Retina display &lt;BR&gt;Apple M1 chip with 8-core CPU and 8-core GPU &lt;BR&gt;Thin 11.5-millimetre design in vibrant colours  &lt;BR&gt;1080p FaceTime HD camera &lt;BR&gt;Studio-quality three-mic array  &lt;BR&gt;Six-speaker sound system &lt;BR&gt;256GB SSD storage &lt;BR&gt;Two Thunderbolt/USB 4 ports and up to two USB 3 ports &lt;BR&gt;Wi-Fi 6 and Bluetooth 5.0 wireless &lt;BR&gt;Colour-matched Magic Mouse with Magic Keyboard or Magic Keyboard with Touch ID &lt;BR&gt;macOS is easy-to-use and works seamlessly with iPhone",APPLE,,
MGPJ3X/A,MGPJ3X/A,"Apple 24"" iMac 4.5K: M1 chip,8C CPU,8C GPU,512GB - Green",2296.01,2477.39,"Apple Mac",0,"&lt;BR&gt;24-inch 4.5K Retina display &lt;BR&gt;Apple M1 chip with 8-core CPU and 8-core GPU &lt;BR&gt;Thin 11.5-millimetre design in vibrant colours  &lt;BR&gt;1080p FaceTime HD camera &lt;BR&gt;Studio-quality three-mic array  &lt;BR&gt;Six-speaker sound system &lt;BR&gt;512GB SSD storage &lt;BR&gt;Two Thunderbolt/USB 4 ports and up to two USB 3 ports &lt;BR&gt;Wi-Fi 6 and Bluetooth 5.0 wireless &lt;BR&gt;Colour-matched Magic Mouse with Magic Keyboard or Magic Keyboard with Touch ID &lt;BR&gt;macOS is easy-to-use and works seamlessly with iPhone",APPLE,,
MGPK3X/A,MGPK3X/A,"Apple 24"" iMac 4.5K: M1 chip,8C CPU,8C GPU,256GB - Blue",2013.90,2173.04,"Apple Mac",0,"&lt;BR&gt;24-inch 4.5K Retina display &lt;BR&gt;Apple M1 chip with 8-core CPU and 8-core GPU &lt;BR&gt;Thin 11.5-millimetre design in vibrant colours  &lt;BR&gt;1080p FaceTime HD camera &lt;BR&gt;Studio-quality three-mic array  &lt;BR&gt;Six-speaker sound system &lt;BR&gt;256GB SSD storage &lt;BR&gt;Two Thunderbolt/USB 4 ports and up to two USB 3 ports &lt;BR&gt;Wi-Fi 6 and Bluetooth 5.0 wireless &lt;BR&gt;Colour-matched Magic Mouse with Magic Keyboard or Magic Keyboard with Touch ID &lt;BR&gt;macOS is easy-to-use and works seamlessly with iPhone",APPLE,,
MGPL3X/A,MGPL3X/A,"Apple 24"" iMac 4.5K: M1 chip,8C CPU,8C GPU,512GB - Blue",2296.01,2477.39,"Apple Mac",0,"&lt;BR&gt;24-inch 4.5K Retina display &lt;BR&gt;Apple M1 chip with 8-core CPU and 8-core GPU &lt;BR&gt;Thin 11.5-millimetre design in vibrant colours  &lt;BR&gt;1080p FaceTime HD camera &lt;BR&gt;Studio-quality three-mic array  &lt;BR&gt;Six-speaker sound system &lt;BR&gt;512GB SSD storage &lt;BR&gt;Two Thunderbolt/USB 4 ports and up to two USB 3 ports &lt;BR&gt;Wi-Fi 6 and Bluetooth 5.0 wireless &lt;BR&gt;Colour-matched Magic Mouse with Magic Keyboard or Magic Keyboard with Touch ID &lt;BR&gt;macOS is easy-to-use and works seamlessly with iPhone",APPLE,,
MGPM3X/A,MGPM3X/A,"Apple 24"" iMac 4.5K: M1 chip,8C CPU,8C GPU,256GB - Pink",2013.90,2173.04,"Apple Mac",0,"&lt;BR&gt;24-inch 4.5K Retina display &lt;BR&gt;Apple M1 chip with 8-core CPU and 8-core GPU &lt;BR&gt;Thin 11.5-millimetre design in vibrant colours  &lt;BR&gt;1080p FaceTime HD camera &lt;BR&gt;Studio-quality three-mic array  &lt;BR&gt;Six-speaker sound system &lt;BR&gt;256GB SSD storage &lt;BR&gt;Two Thunderbolt/USB 4 ports and up to two USB 3 ports &lt;BR&gt;Wi-Fi 6 and Bluetooth 5.0 wireless &lt;BR&gt;Colour-matched Magic Mouse with Magic Keyboard or Magic Keyboard with Touch ID &lt;BR&gt;macOS is easy-to-use and works seamlessly with iPhone",APPLE,,
MGPN3X/A,MGPN3X/A,"Apple 24"" iMac 4.5K: M1 chip,8C CPU,8C GPU,512GB - Pink",2296.01,2477.39,"Apple Mac",0,"&lt;BR&gt;24-inch 4.5K Retina display &lt;BR&gt;Apple M1 chip with 8-core CPU and 8-core GPU &lt;BR&gt;Thin 11.5-millimetre design in vibrant colours  &lt;BR&gt;1080p FaceTime HD camera &lt;BR&gt;Studio-quality three-mic array  &lt;BR&gt;Six-speaker sound system &lt;BR&gt;512GB SSD storage &lt;BR&gt;Two Thunderbolt/USB 4 ports and up to two USB 3 ports &lt;BR&gt;Wi-Fi 6 and Bluetooth 5.0 wireless &lt;BR&gt;Colour-matched Magic Mouse with Magic Keyboard or Magic Keyboard with Touch ID &lt;BR&gt;macOS is easy-to-use and works seamlessly with iPhone",APPLE,,
MGTF3X/A,MGTF3X/A,"Apple 24"" iMac 4.5K: M1 chip,8C CPU,7C GPU,256GB - Silver",1731.79,1868.70,"Apple Mac",0,"&lt;BR&gt;24-inch 4.5K Retina display &lt;BR&gt;Apple M1 chip with 8-core CPU and 7-core GPU &lt;BR&gt;Thin 11.5-millimetre design in vibrant colours  &lt;BR&gt;1080p FaceTime HD camera &lt;BR&gt;Studio-quality three-mic array  &lt;BR&gt;Six-speaker sound system &lt;BR&gt;256GB SSD storage &lt;BR&gt;Two Thunderbolt/USB 4 ports and up to two USB 3 ports &lt;BR&gt;Wi-Fi 6 and Bluetooth 5.0 wireless &lt;BR&gt;Colour-matched Magic Mouse with Magic Keyboard or Magic Keyboard with Touch ID &lt;BR&gt;macOS is easy-to-use and works seamlessly with iPhone",APPLE,,
MGYH3ZA/A,MGYH3ZA/A,"Apple AirPods Max - Space Gray",701.06,868.70,"Apple Headphones & Headsets",7,"Apple-designed dynamic driver provides high-fidelity audio Active Noise Cancellation blocks outside noise,so you can immerse yourself in music Transparency mode for hearing and interacting with the world around you Spatial audio with dynamic head tracking provides cinema-like sound that surrounds you Computational audio combines custom-engineered acoustic design with the Apple H1 chip and software for breakthrough listening experiences Designed with a knitted mesh canopy and memory foam ear cushions for an exceptional fit Magical experience with effortless setup,on-head detection and seamless switching between devices Easily share audio between two sets of AirPods on your iPhone,iPad,iPod touch or Apple TV 20 hours of listening,movie watching or talk time with Active Noise Cancellation and spatial audio enabled Store in ultra-low-power mode with the slim Smart Case Available in silver,space grey,sky blue,green and pink",APPLE,,
MGYJ3ZA/A,MGYJ3ZA/A,"Apple AirPods Max - Silver",701.06,868.70,"Apple Headphones & Headsets",37,"Apple-designed dynamic driver provides high-fidelity audio Active Noise Cancellation blocks outside noise,so you can immerse yourself in music Transparency mode for hearing and interacting with the world around you Spatial audio with dynamic head tracking provides cinema-like sound that surrounds you Computational audio combines custom-engineered acoustic design with the Apple H1 chip and software for breakthrough listening experiences Designed with a knitted mesh canopy and memory foam ear cushions for an exceptional fit Magical experience with effortless setup,on-head detection and seamless switching between devices Easily share audio between two sets of AirPods on your iPhone,iPad,iPod touch or Apple TV 20 hours of listening,movie watching or talk time with Active Noise Cancellation and spatial audio enabled Store in ultra-low-power mode with the slim Smart Case Available in silver,space grey,sky blue,green and pink",APPLE,,
MGYL3ZA/A,MGYL3ZA/A,"Apple AirPods Max - Sky Blue",701.06,868.70,"Apple Headphones & Headsets",0,"Apple-designed dynamic driver provides high-fidelity audio Active Noise Cancellation blocks outside noise,so you can immerse yourself in music Transparency mode for hearing and interacting with the world around you Spatial audio with dynamic head tracking provides cinema-like sound that surrounds you Computational audio combines custom-engineered acoustic design with the Apple H1 chip and software for breakthrough listening experiences Designed with a knitted mesh canopy and memory foam ear cushions for an exceptional fit Magical experience with effortless setup,on-head detection and seamless switching between devices Easily share audio between two sets of AirPods on your iPhone,iPad,iPod touch or Apple TV 20 hours of listening,movie watching or talk time with Active Noise Cancellation and spatial audio enabled Store in ultra-low-power mode with the slim Smart Case Available in silver,space grey,sky blue,green and pink",APPLE,,
MGYM3ZA/A,MGYM3ZA/A,"Apple AirPods Max - Pink",701.06,868.70,"Apple Headphones & Headsets",50,"Apple-designed dynamic driver provides high-fidelity audio Active Noise Cancellation blocks outside noise,so you can immerse yourself in music Transparency mode for hearing and interacting with the world around you Spatial audio with dynamic head tracking provides cinema-like sound that surrounds you Computational audio combines custom-engineered acoustic design with the Apple H1 chip and software for breakthrough listening experiences Designed with a knitted mesh canopy and memory foam ear cushions for an exceptional fit Magical experience with effortless setup,on-head detection and seamless switching between devices Easily share audio between two sets of AirPods on your iPhone,iPad,iPod touch or Apple TV 20 hours of listening,movie watching or talk time with Active Noise Cancellation and spatial audio enabled Store in ultra-low-power mode with the slim Smart Case Available in silver,space grey,sky blue,green and pink",APPLE,,
MGYN3ZA/A,MGYN3ZA/A,"Apple AirPods Max - Green",701.06,868.70,"Apple Headphones & Headsets",5,"Apple-designed dynamic driver provides high-fidelity audio Active Noise Cancellation blocks outside noise,so you can immerse yourself in music Transparency mode for hearing and interacting with the world around you Spatial audio with dynamic head tracking provides cinema-like sound that surrounds you Computational audio combines custom-engineered acoustic design with the Apple H1 chip and software for breakthrough listening experiences Designed with a knitted mesh canopy and memory foam ear cushions for an exceptional fit Magical experience with effortless setup,on-head detection and seamless switching between devices Easily share audio between two sets of AirPods on your iPhone,iPad,iPod touch or Apple TV 20 hours of listening,movie watching or talk time with Active Noise Cancellation and spatial audio enabled Store in ultra-low-power mode with the slim Smart Case Available in silver,space grey,sky blue,green and pink",APPLE,,
MH0D3FE/A,MH0D3FE/A,"Apple Smart Folio for iPad Air (4th generation) - Black",99.97,117.39,"Apple Accessories",6,,APPLE,,
MH9M2X/A,MH9M2X/A,"Beats Pill Speaker - Pink",222.59,295.61,"Beats By Dre",0,"Beats Pill Speaker - Pink",APPLE,,
MHA02X/A,MHA02X/A,"Beats Pill 2.0 Speaker - Blue",222.59,295.61,"Beats By Dre",0,"Beats Pill 2.0 Speaker - Blue",APPLE,,
MHAD2X/A,MHAD2X/A,"Beats Studio Over-Ear Headphones - Titanium",273.68,399.96,"Beats By Dre",0,"Beats Studio Over-Ear Headphones - Titanium",APPLE,,
MHDV2PA/A,MHDV2PA/A,"Beats RemoteTalk Cable",26.66,43.43,"Beats By Dre",1,"Beats RemoteTalk Cable",APPLE,,
MHDX2X/A,MHDX2X/A,"Beats Charger - Black",26.66,43.43,"Beats By Dre",0,"Beats Charger - Black",APPLE,,
MHE12PA/A,MHE12PA/A,"Beats Audio Cable",15.89,26.04,"Beats By Dre",28,"Beats Audio Cable",APPLE,,
MHJ03FE/A,MHJ03FE/A,"Apple AirTag Loop - Deep Navy",42.03,47.83,"Apple AirTag",16,"Both lightweight and durable,the loop is made from polyurethane and securely fastens your AirTag to your bag. The enclosure fits tightly around your AirTag to ensure that it stays put,so you can keep track of whatever its attached to.",APPLE,,
MHJ23FE/A,MHJ23FE/A,"Apple AirTag Leather Key Ring - Baltic Blue",49.98,56.52,"Apple AirTag",5,"The leather key ring is thoughtfully crafted from the finest materials. The stainless steel is as striking as it is strong,while the European leather is specially tanned and soft to the touch. And it fits snugly over your AirTag,so you never have to worry about it falling out.",APPLE,,
MHJ93X/A,MHJ93X/A,"Apple 20W USB-C Power Adapter",27.26,30.43,"Apple Accessories",3833,,APPLE,,
MHK03X/A,MHK03X/A,"Apple 21.5"" iMac 2.3GHz DC i5,256GB",1489.83,1607.83,"Apple Mac",0,"&lt;BR&gt;21.5-inch 1920-by-1080-resolution display  &lt;BR&gt;7th-gen dual-core Intel Core i5 processor  &lt;BR&gt;Intel Iris Plus Graphics 640  &lt;BR&gt;256 SSD storage  &lt;BR&gt;Two Thunderbolt 3 (USB-C) ports  &lt;BR&gt;Four USB-A ports  &lt;BR&gt;Gigabit Ethernet port  &lt;BR&gt;FaceTime HD camera  &lt;BR&gt;802.11ac Wi-Fi and Bluetooth 4.2  &lt;BR&gt;Magic Mouse and Keyboard   &lt;BR&gt;macOS is easy-to-use and works seamlessly with iPhone",APPLE,,
MHK63ZA/A,MHK63ZA/A,"Apple iPhone 12 mini Leather Case w MagSafe - California Poppy",76.11,86.09,"Apple Accessories",1,,APPLE,,
MHK73ZA/A,MHK73ZA/A,"Apple iPhone 12 mini Leather Case w MagSafe - (PRODUCT)RED",76.11,86.09,"Apple Accessories",7,,APPLE,,
MHKF3ZA/A,MHKF3ZA/A,"Apple iPhone 12 | 12 Pro Leather Case w MagSafe - Saddle Brown",76.11,86.09,"Apple Accessories",9,,APPLE,,
MHKQ3ZA/A,MHKQ3ZA/A,"Apple iPhone 12 mini Silicone Case with MagSafe - Plum",64.75,73.91,"Apple Accessories",1,,APPLE,,
MHKW3ZA/A,MHKW3ZA/A,"Apple iPhone 12 mini Silicone Case w MagSafe - (PRODUCT)RED",64.75,73.91,"Apple Accessories",2,,APPLE,,
MHL63ZA/A,MHL63ZA/A,"Apple iPhone 12 | 12 Pro Silicone Case w MagSafe - (PRODUCT)RED",64.75,73.91,"Apple Accessories",5,,APPLE,,
MHLN3ZA/A,MHLN3ZA/A,"Apple iPhone 12 Pro Max Clear Case with MagSafe",64.75,73.91,"Apple Accessories",4,,APPLE,,
MHLR3ZA/A,MHLR3ZA/A,"Apple iPhone Leather Wallet with MagSafe - Black",76.11,86.09,"Apple Accessories",7,,APPLE,,
MHLT3ZA/A,MHLT3ZA/A,"Apple iPhone Leather Wallet with MagSafe - Saddle Brown",76.11,86.09,"Apple Accessories",8,,APPLE,,
MHMQ3ZA/A,MHMQ3ZA/A,"Apple iPhone 12 mini Leather Sleeve w MagSafe - Baltic Blue",190.85,216.52,"Apple Accessories",0,,APPLE,,
MHNF3X/A,MHNF3X/A,"Apple 12.9"" iPad Pro Wi-Fi 128GB - Space Grey",1481.00,1607.83,"Apple iPad",0,"Apple M1 chip for next-level performance  Brilliant 12.9-inch Liquid Retina XDR display with ProMotion,True Tone and P3 wide colour  TrueDepth camera system featuring Ultra Wide camera with Centre Stage  12MP Wide camera,10MP Ultra Wide camera and LiDAR Scanner for immersive AR  Stay connected with ultrafast Wi-Fi 6  Go further with all-day battery life  Thunderbolt / USB 4 for connecting to fast external storage,displays and docks  Face ID for secure authentication and Apple Pay  Four Speaker Audio and five studio-quality microphones  Support for Apple Pencil (2nd generation),Magic Keyboard and Smart Keyboard Folio  iPadOS is powerful,intuitive and designed specifically for iPad  Over a million apps on the App Store just for iPad",APPLE,,
MHNG3X/A,MHNG3X/A,"Apple 12.9"" iPad Pro Wi-Fi 128GB - Silver",1481.00,1607.83,"Apple iPad",0,"Apple M1 chip for next-level performance  Brilliant 12.9-inch Liquid Retina XDR display with ProMotion,True Tone and P3 wide colour  TrueDepth camera system featuring Ultra Wide camera with Centre Stage  12MP Wide camera,10MP Ultra Wide camera and LiDAR Scanner for immersive AR  Stay connected with ultrafast Wi-Fi 6  Go further with all-day battery life  Thunderbolt / USB 4 for connecting to fast external storage,displays and docks  Face ID for secure authentication and Apple Pay  Four Speaker Audio and five studio-quality microphones  Support for Apple Pencil (2nd generation),Magic Keyboard and Smart Keyboard Folio  iPadOS is powerful,intuitive and designed specifically for iPad  Over a million apps on the App Store just for iPad",APPLE,,
MHNH3X/A,MHNH3X/A,"Apple 12.9"" iPad Pro Wi-Fi 256GB - Space Grey",1625.32,1764.35,"Apple iPad",0,"Apple M1 chip for next-level performance  Brilliant 12.9-inch Liquid Retina XDR display with ProMotion,True Tone and P3 wide colour  TrueDepth camera system featuring Ultra Wide camera with Centre Stage  12MP Wide camera,10MP Ultra Wide camera and LiDAR Scanner for immersive AR  Stay connected with ultrafast Wi-Fi 6  Go further with all-day battery life  Thunderbolt / USB 4 for connecting to fast external storage,displays and docks  Face ID for secure authentication and Apple Pay  Four Speaker Audio and five studio-quality microphones  Support for Apple Pencil (2nd generation),Magic Keyboard and Smart Keyboard Folio  iPadOS is powerful,intuitive and designed specifically for iPad  Over a million apps on the App Store just for iPad",APPLE,,
MHNJ3X/A,MHNJ3X/A,"Apple 12.9"" iPad Pro Wi-Fi 256GB - Silver",1625.32,1764.35,"Apple iPad",0,"Apple M1 chip for next-level performance  Brilliant 12.9-inch Liquid Retina XDR display with ProMotion,True Tone and P3 wide colour  TrueDepth camera system featuring Ultra Wide camera with Centre Stage  12MP Wide camera,10MP Ultra Wide camera and LiDAR Scanner for immersive AR  Stay connected with ultrafast Wi-Fi 6  Go further with all-day battery life  Thunderbolt / USB 4 for connecting to fast external storage,displays and docks  Face ID for secure authentication and Apple Pay  Four Speaker Audio and five studio-quality microphones  Support for Apple Pencil (2nd generation),Magic Keyboard and Smart Keyboard Folio  iPadOS is powerful,intuitive and designed specifically for iPad  Over a million apps on the App Store just for iPad",APPLE,,
MHNK3X/A,MHNK3X/A,"Apple 12.9"" iPad Pro Wi-Fi 512GB - Space Grey",1913.95,2077.39,"Apple iPad",0,"Apple M1 chip for next-level performance  Brilliant 12.9-inch Liquid Retina XDR display with ProMotion,True Tone and P3 wide colour  TrueDepth camera system featuring Ultra Wide camera with Centre Stage  12MP Wide camera,10MP Ultra Wide camera and LiDAR Scanner for immersive AR  Stay connected with ultrafast Wi-Fi 6  Go further with all-day battery life  Thunderbolt / USB 4 for connecting to fast external storage,displays and docks  Face ID for secure authentication and Apple Pay  Four Speaker Audio and five studio-quality microphones  Support for Apple Pencil (2nd generation),Magic Keyboard and Smart Keyboard Folio  iPadOS is powerful,intuitive and designed specifically for iPad  Over a million apps on the App Store just for iPad",APPLE,,
