"Brand","Mftr Code","Description","Long Description","Dove Code","Price","Qty","Category 1","Category 2","Image URL","Product URL","Barcode","Current Due Date"
"Logitech","920-011227","Logitech POP Keys Wireless Mechanical Keyboard w/Emoji - Lavender","Let personality POP on your deskspace and beyond with POP Keys - Logitech’s new, head- turning mechanical keyboard with customizable emoji keys. Choose an aesthetic to match your true self and enjoy a retro typewriter- like experience, with multidevice connectivity and other cutting- edge features. Pair with POP Mouse for the full self-expression experience.","HW5719","110.64","0","Keyboards","_Unspecified","https://www.dove.co.nz/images/products/24091-1015212.jpg","https://www.dove.co.nz/jump/24091","","0 day(s)"
"Logitech","920-010577","Logitech POP Keys Wireless Mechanical Keyboard w/Emoji - Blast Yellow","Let personality POP on your deskspace and beyond with POP Keys - Logitech’s new, head- turning
mechanical keyboard with customizable emoji keys. Choose an aesthetic to match your true self and
enjoy a retro typewriter-like experience, with multidevice connectivity and other cutting- edge
features. Pair with POP Mouse for the full selfexpression experience.","HW5720","103.50","12","Keyboards","_Unspecified","https://www.dove.co.nz/images/products/23141-59151712.jpg","https://www.dove.co.nz/jump/23141","097855169945","0 day(s)"
"Logitech","920-010578","Logitech POP Keys Wireless Mechanical Keyboard w/Emoji - Mint Green","Let personality POP on your deskspace and beyond with POP Keys - Logitech’s new, head- turning
mechanical keyboard with customizable emoji keys. Choose an aesthetic to match your true self and
enjoy a retro typewriter-like experience, with multidevice connectivity and other cutting- edge
features. Pair with POP Mouse for the full selfexpression experience..","HW5721","103.50","8","Keyboards","_Unspecified","https://www.dove.co.nz/images/products/23144-4792212.jpg","https://www.dove.co.nz/jump/23144","097855169952","0 day(s)"
"Logitech","920-010579","Logitech POP Keys Wireless Mechanical Keyboard w/Emoji - Rose","Let personality POP on your deskspace and beyond with POP Keys - Logitech’s new, head- turning
mechanical keyboard with customizable emoji keys. Choose an aesthetic to match your true self and
enjoy a retro typewriter-like experience, with multidevice connectivity and other cutting- edge
features. Pair with POP Mouse for the full selfexpression experience.","HW5722","103.50","31","Keyboards","_Unspecified","https://www.dove.co.nz/images/products/23145-5192212.jpg","https://www.dove.co.nz/jump/23145","097855169969","0 day(s)"
"Logitech","920-010955","Logitech Signature K650 Keyboard - Graphite","Achieve More with Less Effort: Wireless full-size keyboard layout with convenient access to all the right shortcut keys; save time with commands like mic mute, unmute, screenshot, and web navigation","HW5728","64.99","101","Keyboards","_Unspecified","https://www.dove.co.nz/images/products/23893-411529.jpg","https://www.dove.co.nz/jump/23893","","0 day(s)"
"Logitech","920-010987","Logitech Signature K650 Keyboard - White","Achieve More with Less Effort: Wireless full-size keyboard layout with convenient access to all the right shortcut keys; save time with commands like mic mute, unmute, screenshot, and web navigation","HW5729","64.99","31","Keyboards","_Unspecified","https://www.dove.co.nz/images/products/23894-451529.jpg","https://www.dove.co.nz/jump/23894","","0 day(s)"
"Logitech","920-010613","Logitech MX Keys Mini for Business","Built for Scale: Certified in over 100 countries, support for IT pros and business users, remote mass deploy and manage DFUs and Logi Options+ app","HW5735","167.00","11","Keyboards","_Unspecified","https://www.dove.co.nz/images/products/23913-1516139.jpg","https://www.dove.co.nz/jump/23913","","0 day(s)"
"Logitech","920-009561","Logitech MX Keys for Business","Built for Scale: Certified in over 100 countries, support for IT pros and business users, remote mass deploy and manage DFUs and Logi Options+ app","HW5739","204.00","14","Keyboards","_Unspecified","https://www.dove.co.nz/images/products/23912-716139.jpg","https://www.dove.co.nz/jump/23912","","0 day(s)"
"Logitech","920-010937","Logitech MX Keys and MX Master Combo for Business (Gen 2)","Spherically-dished keys match fingertip shape while the matte surface allows fingers to glide for efficient, comfortable work. Plus tactile reference for hand positioning makes it easy to orient fingers and stay in the flow. The mouse offers exceptionally fine tracking accuracy and control on large, high-resolution monitors. It is 5X7 more accurate than basic mice. It even tracks on glass2. Switch quickly to 8000 DPI from 4000 DPI with Logi Options+. Logitech’s Quiet Click technology eliminates 90% of distracting mouse click noise for a quieter, more focused work environment for everyone.Full-size keyboard with Smart backlighting. Hand proximity sensors turn the backlighting on and ambient light sensors adjust backlight brightness to better manage battery life. Engineered to conquer IT challenges, Logi Bolt technology is fully-encrypted and FIPS compliant when paired with the included Logi Bolt USB receiver.MX Keys Combo includes the MX Palm Rest which keeps hands in a relaxed position for all-day comfort.","HW5746","343.00","0","Keyboards","_Unspecified","https://www.dove.co.nz/images/products/24021-48151511.jpg","https://www.dove.co.nz/jump/24021","097855178268","23 Dec 22"
"Logitech","910-005934","Logitech USB Unifying Receiver","The tiny Logitech Unifying receiver connects up to six Unifying devices to your computer – without the hassle of multiple USB receivers							
","HW5990","16.00","101","Adapters","USB Accessory","https://www.dove.co.nz/images/products/21770-349277.jpg","https://www.dove.co.nz/jump/21770","097855159243","0 day(s)"
"Logitech","956-000029","Logitech USB Type-A to USB Type-C Adapter","Adapt any Logitech USB 2.0 Type-A wireless USB receiver or USB-A cable to be used in a USB-C port.","HW5991","17.28","0","Adapters","USB Accessory","https://www.dove.co.nz/images/products/23708-714216.jpg","https://www.dove.co.nz/jump/23708","097855169051","07 Dec 22"
"Logitech","956-000009","Logitech Bolt USB Receiver","USB receiver to be used with your Logi Bolt wireless mouse and keyboard.","HW5995","17.20","26","Adapters","USB Accessory","https://www.dove.co.nz/images/products/23134-58131712.jpg","https://www.dove.co.nz/jump/23134","","0 day(s)"
"SilverStone","G540TX300000120","Silverstone SST-TX300 300W TFX 80+ PSU 80mm fan","300W,TFX form factor, dual +12V rails with 23A output, Silent 80mmFan with 18~36dBA, efficiency 80Plus Bronze certification, fixed cable, 1 x 20+4 pin, 1 x 8/4 pin EPS, 1x6pin PCI-E, 4 x SATA, 2 x molex, 1 x FDD
85 mm (W) x 65 mm (H) x 175 mm (D)


125 mm (W) 63.5 mm (H) 130 mm (D)
30mm deeper to fit 120mm fan","HW7201","86.00","19","Power Supplies","Unspecified","https://www.dove.co.nz/images/products/15377-528232.jpg","https://www.dove.co.nz/jump/15377","4710007224571","0 day(s)"
"SilverStone","SST-ET500","Silverstone ET500 500W ATX 85/88/85 MEPS PSU 3yr wty","Output: +3.3V@15A, +5V@15A, +12V@38A, -12V@0.3A, +5VSB@2.5A
Connectors: 1 x Main (20+4Pin), 1 x 4+4 Pin CPU, 3 x Peripheral, 6 x SATA, 2 x PCI-E 2.0 550W peak power

85.13% efficiency at 20% rated power, 
88.20% efficiency at 50% rated power, 
85.24% efficiency at 100% rated power
The Power Factor (PF) is 0.993 @ 100%
Tester is Scott
Dimensions: (WxDxH) 150 x 140 x 86mm
120mm Fan, 18dBA. 1.99kg","HW7203X","64.00","101","Power Supplies","Unspecified","https://www.dove.co.nz/images/products/23350-014113.jpg","https://www.dove.co.nz/jump/23350","4710007229446","0 day(s)"
"SilverStone","SST-ET550-B V1.2","Silverstone ET550-B v1.2 550W ATX 85/88/85 MEPS PSU 3yr wty","Output: +3.3V@18A, +5V@16A, +12V@42A, -12V@0.3A, +5VSB@2.5A
Connectors: 1x Main (20+4Pin), 1x 8pin CPU, 1x 4+4 Pin CPU, 3x Peripheral, 6x SATA, 2x PCI-E 2.0, 1x 4pin floppy,  550W peak power
All-black flat cables design
85.35% efficiency at 20% rated power, 
88.38% efficiency at 50% rated power, 
85.13% efficiency at 100% rated power
The Power Factor (PF) is 0.993 @ 100%
Tester is Scott
Dimensions: (WxDxH) 150 x 140 x 86mm
120mm Fan, 1.49kg","HW7208","79.00","8","Power Supplies","Clearance","https://www.dove.co.nz/images/products/21882-2112258.jpg","https://www.dove.co.nz/jump/21882","","0 day(s)"
"SilverStone","SST-ET500V1.1","Silverstone ET500v1.1 500W ATX 85/88/85 MEPS PSU Black cables 3yr wty","Output: +3.3V@15A, +5V@15A, +12V@38A, -12V@0.3A, +5VSB@2.5A
Connectors: 1 x Main (20+4Pin), 1 x 4+4 Pin CPU, 3 x Peripheral, 6 x SATA, 2 x PCI-E 2.0 550W peak power Flat Black cables

85.15% efficiency at 20% rated power, 
88.23% efficiency at 50% rated power, 
85.28% efficiency at 100% rated power
The Power Factor (PF) is 0.993 @ 100%
Tester is Scott
Dimensions: (WxDxH) 150 x 140 x 86mm
120mm Fan, 18dBA. 1.99kg","HW7210","69.60","101","Power Supplies","Unspecified","https://www.dove.co.nz/images/products/22531-61677.jpg","https://www.dove.co.nz/jump/22531","4710679810706","0 day(s)"
"SilverStone","SST-ET650-G V1.2","Silverstone Gaming ET650-G 650W V1.2 ATX 80plus Gold PSU 5yr wty","650W,ATX form factor, single +12V rails with 53A output, Silent 120mmFan with 18dBA minimum, efficiency 80Plus Gold certification, all flat fixed cables, 4x8/6pin PCI-E.","HW7218","125.00","31","Power Supplies","Unspecified","https://www.dove.co.nz/images/products/21878-612258.jpg","https://www.dove.co.nz/jump/21878","4710679810812","0 day(s)"
"SilverStone","SST-ET550-G V1.2","Silverstone ET550-G V1.2 550W ATX 80plus Gold PSU 5yr wty","550W,ATX form factor, single +12V rails with 45A output, Silent 120mmFan with 18dBA minimum, efficiency 80Plus Gold certification, all flat fixed cables, 2x8/6pin PCI-E, 1x CPU 8-pin and 1x CPU 4+4 pin
","HW7236","99.00","101","Power Supplies","Unspecified","https://www.dove.co.nz/images/products/21832-3614188.jpg","https://www.dove.co.nz/jump/21832","4710679810805","0 day(s)"
"SilverStone","SST-ET550-HG V1.2","Silverstone TUF Gaming ET550-HG V1.2 550W Modular ATX Gold PSU 5yr","1x CPU 8-pin and 1x CPU 4+4 pin
High efficiency with 80 PLUS Gold certification
Semi-modular cables facilitate cable management
24/7 continuous power output with 40°C operating temperature
Class-leading single +12V rail
Silent running 140mm fan with 18 dBA
PCIe 8pin and PCIe 6pin connectors support
All-black flat cables design","HW7239","79.00","1","Power Supplies","Clearance","https://www.dove.co.nz/images/products/21833-4014188.jpg","https://www.dove.co.nz/jump/21833","4710679810836","0 day(s)"
"SilverStone","SST-ET650-B V1.4","Silverstone ET650B-B V1.4 650W ATX 85/88/85 MEPS PSU 3yr wty","","HW7242","95.30","31","Power Supplies","Unspecified","https://www.dove.co.nz/images/products/21881-1812258.jpg","https://www.dove.co.nz/jump/21881","4710679810782","0 day(s)"
"SilverStone","SST-ET750-G V1.2","Silverstone ET750-G V1.2 750W ATX 80plus Gold PSU 5yr wty","750W, ATX form factor, single +12V rails with 62A output, Silent 120mmFan with 18dBA minimum, efficiency 80Plus Gold certification, all flat fixed cables, 4x8/6pin PCI-E, 1x CPU 8-pin and 1x CPU 4+4 pin","HW7246","138.00","13","Power Supplies","Unspecified","https://www.dove.co.nz/images/products/22532-101677.jpg","https://www.dove.co.nz/jump/22532","4710679810829","0 day(s)"
"SilverStone","SST-ST65F-GS V1.1","Silverstone ST65F-GS V1.1 Strider Gold 650W/700Wpk Modular ATX PSU 5yr","Modular, Output: +3.3V@22A, +5V@22A, +12V1@54.2A, +5VSB@3A
Connectors: 1 x Main (20+4Pin), 2 x 4+4 Pin CPU, 6 x Peripheral, 8 x SATA, 2 x Floppy, 2 x PCI-E 6pin, 2 x PCI-E 8/6pin
150 mm (W) x 86 mm (H) x 140 mm (D)","HW7248","138.00","23","Power Supplies","Unspecified","https://www.dove.co.nz/images/products/21834-4614188.jpg","https://www.dove.co.nz/jump/21834","4710679810942","0 day(s)"
"SilverStone","SST-ET700-MG","Silverstone ET700-MG 700W Modular ATX 80plus Gold PSU 5yr wty","Modular, Output: +3.3V@18A, +5V@18A, +12V1@58A, +5VSB@2.5A
Connectors: 1 x Main 24Pin, 2 x 4+4 Pin CPU, 3 x Peripheral, 8 x SATA, 4x PCI-E 8/6pin
150 mm (W) x 86 mm (H) x 165 mm (D)
Fully Modular, flat cables","HW7249","124.00","0","Power Supplies","_Unspecified","https://www.dove.co.nz/images/products/23351-2214113.jpg","https://www.dove.co.nz/jump/23351","","Unknown"
"SilverStone","SST-DA750-G","Silverstone DA750-G Decathlon Gold 750W Modular ATX PSU 5yr wty","Modular, Output: +3.3V@20A, +5V@20A, +12V1@62A, +5VSB@2.5A
Connectors: 1 x Main (20+4Pin), 2 x 4+4 Pin CPU, 6 x Peripheral, 8 x SATA, 2 x Floppy, 4 x PCI-E 8/6pin
150 mm (W) x 86 mm (H) x 140 mm (D)
Fully Modular","HW7252","169.00","28","Power Supplies","Unspecified","https://www.dove.co.nz/images/products/22533-151677.jpg","https://www.dove.co.nz/jump/22533","","0 day(s)"
"SilverStone","SST-DA850","Silverstone DA850 Gold 850W Modular ATX PSU 5yr wty","Modular, Output: +3.3V@28A, +5V@30A, +12V1@70A, +5VSB@4A
Connectors: 1 x 24-pin motherboard, 1 x 8-pin EPS12V, 1 x 4-pin ATX12V, 2 x 8-pin PCI-E. 2 x Dual 6-pin PCI-E, 2 x triple SATA connector, 2 x triple 4-pin IDE & single floppy power, 
150 mm (W) x 86 mm (H) x 180 mm (D)
Fully Modular","HW7268","156.00","26","Power Supplies","Unspecified","https://www.dove.co.nz/images/products/22534-161677.jpg","https://www.dove.co.nz/jump/22534","4710679811130","0 day(s)"
"SilverStone","SST-HA850R-PM","Silverstone HA850R-PM Platinum Gen5 850W Modular ATX PSU 5yr wty","SilverStone Cybenetics Platinum 850W PCIe5.0 fully modular ATX PSU","HW7269","327.00","0","Power Supplies","_Unspecified","https://www.dove.co.nz/images/products/24028-55121711.jpg","https://www.dove.co.nz/jump/24028","","15 Dec 22"
"SilverStone","SST-DA1000-GH","Silverstone DA1000-GH Strider Gold 1000W Modular ATX PSU 5yr wty","1000W efficiency Cybenetics 230V Gold certification, semi-modular/black flat cable
1 x 24 / 20-Pin motherboard connector, 1 x 8-Pin EPS & 1 x 8 / 4-Pin ATX 12V, 8 x 8 / 6-Pin PCIe, 12 x SATA, 4 x 4-Pin Molex","HW7276","235.00","10","Power Supplies","_Unspecified","https://www.dove.co.nz/images/products/24026-20101711.jpg","https://www.dove.co.nz/jump/24026","","0 day(s)"
"SilverStone","ST1000-PTS","Silverstone ST1000-PTS Strider Platinum 1000W Modular ATX PSU 5yr wty","Output: +3.3V@25A, +5V@22A, +12V1@83A, +5VSB@3.0A
Connectors: 1 x Main (20+4Pin), 2 x 4+4 Pin CPU, 6 x Peripheral, 8 x SATA, 1 x Floppy, 8 x PCI-E 8/6pin
150 mm (W) x 86 mm (H) x 140 mm (D)","HW7277","278.00","0","Power Supplies","_Unspecified","https://www.dove.co.nz/images/products/22049-1111910.jpg","https://www.dove.co.nz/jump/22049","","0 day(s)"
"SilverStone","SST-ST85F-PT","Silverstone ST85F-PT Strider Platinum 850W Modular ATX 80+ PSU 5yr","Output: +3.3V@22A, +5V@22A, +12V1@70.9A, +5VSB@3.0A
Connectors: 1 x Main (20+4Pin), 2 x 4+4 Pin CPU, 3 x Peripheral, 12 x SATA, 1 x Floppy, 4 x PCI-E 8/6pin
150 mm (W) x 86 mm (H) x 140 mm (D)","HW72J","258.00","8","Power Supplies","Unspecified","https://www.dove.co.nz/images/products/14301-49147.jpg","https://www.dove.co.nz/jump/14301","4710007223260","0 day(s)"
"SilverStone","SST-ST40F-ES230","Silverstone ST40F-ES230 Strider Essential 400W ATX 80 PLUS PSU","Output: +3.3V@17A, +5V@16A, +12V1@30A, -12V@0.3A, +5VSB@2.5A
Connectors: 1 x Main (24Pin), 1 x EPS (4pin), 2 x PCIE (6pin) 3x Peripheral (4pin), 4x SATA, 1 x Floppy (4pin)
PCI-E 2.0 Dimensions 150 mm (W) × 86 mm (H) × 140 mm (D)
Silent 120mm Fan, 18dBA
","HW738","52.80","101","Power Supplies","Unspecified","https://www.dove.co.nz/images/products/20343-408127.jpg","https://www.dove.co.nz/jump/20343","4710007223383","0 day(s)"
"SilverStone","SST-SX650-G V1.1","Silverstone SX650-G 650W V1.1 Modular SFX 80plus Gold PSU 5yr wty","SST-SX650-G 650W, SFX form factor, single +12V rails with 54A output, Silent 92mmFan with 18dBA, efficiency 80Plus Gold certification, fully modular cable, 4x 6+2pin PCI-E.","HW73U","168.00","2","Power Supplies","Unspecified","https://www.dove.co.nz/images/products/21879-1012258.jpg","https://www.dove.co.nz/jump/21879","","45 day(s)"
"Adata","GP-UD750GM/PSU","Gigabyte UD750GM 750W 80+ Gold Modular Power Supply","TBA","HW779","143.00","0","Power Supplies","_Unspecified","https://www.dove.co.nz/images/products/23853-5711198.jpg","https://www.dove.co.nz/jump/23853","","35 day(s)"
"Verbatim","66571","Verbatim Wireless Keyboard & Mouse Combo","","HW820","35.80","28","Mice","Keyboards","https://www.dove.co.nz/images/products/22427-5014236.jpg","https://www.dove.co.nz/jump/22427","24895117965713","0 day(s)"
"Verbatim","99779","Verbatim Wireless Silent Keyboard & Mouse Combo","","HW827","46.80","101","Mice","Keyboards","https://www.dove.co.nz/images/products/22428-5714236.jpg","https://www.dove.co.nz/jump/22428","50023942997790","0 day(s)"
"Genius","KM-170","Genius KM-170 USB Desktop Kit","USB Wired Keyboard and Wired Mouse, Low profile key caps with low key noise, Laser engraved printing technology on key, Anti-water spill design, Ergonomic optical mouse accelerates your working efficiency
","HW9146","23.70","31","Keyboards","_Unspecified","https://www.dove.co.nz/images/products/23745-1314137.jpg","https://www.dove.co.nz/jump/23745","4710268258742","0 day(s)"
"Genius","KM-8100","Genius KM-8100 Wireless Desktop Kit","2.4 GHz wireless desktop combo
","HW9222","38.10","0","Keyboards","Unspecified","https://www.dove.co.nz/images/products/21364-1411212.jpg","https://www.dove.co.nz/jump/21364","4710268256243","0 day(s)"
"Genius","KM-8101","Genius KM-8101 Wireless Desktop Kit","2.4 GHz wireless desktop combo.
","HW9223","38.40","101","Keyboards","_Unspecified","https://www.dove.co.nz/images/products/23596-1910294.jpg","https://www.dove.co.nz/jump/23596","4710268259381","0 day(s)"
"Genius","SlimStar Q200","Genius SlimStar Q200 Multimedia Keyboard","SlimStar Q200 with round shape key which gives you more extraordinary typing style and whisper-quiet typing experience.","HW927","19.40","31","Keyboards","_Unspecified","https://www.dove.co.nz/images/products/23598-4010294.jpg","https://www.dove.co.nz/jump/23598","4710268259305","0 day(s)"
"Genius","KB-117","Genius KB-117 USB Wired Keyboard Black","Genius KB-117 USB Keyboard Black","HW989","15.30","0","Keyboards","_Unspecified","https://www.dove.co.nz/images/products/23101-2914912.jpg","https://www.dove.co.nz/jump/23101","4710268257905","28 Dec 22"
"SilverStone","SST-ECM21-E","SilverStone ECM21-E M.2 to PCIe x4 Adapter Expansion Card","Allows M.2 (M key) SSD to plug into one PCI-E x4 interface
Includes optional low-profile expansion slot
No driver installation required.","HWZ886","33.00","11","Adapters","Drives - SSD","https://www.dove.co.nz/images/products/21944-3110169.jpg","https://www.dove.co.nz/jump/21944","4710679810133","0 day(s)"
"SilverStone","SST-CPS03-RE","SilverStone CPS03-RE Hotswap SATA/SFF8087 Cable Converter","500mm Mini-SAS SFF-8087 36pin (target) to SATA 7pin x 4 (host) with sideband cable
SFF-8087 36pin (Target) to SATA 7 pin x 4 (Host) with Sideband Cable (SGPIO)
Use 2 for RM21-308
","HWZ971","28.00","28","Cables - Other","Drives - Enclosures","https://www.dove.co.nz/images/products/22181-32132611.jpg","https://www.dove.co.nz/jump/22181","4710007221174","0 day(s)"
"SilverStone","SST-CPS04","SilverStone CPS04 Hotswap SFF-8643 Cable"," Support SAS 3.0 (12Gbps/Lane) industry standard
Thick Mini-SAS SFF-8643 36-Pin to 36-Pin cable for reliable throughput
Heavy-duty SFF-8643 connectors ensure stable connections
4 lanes, high-performance design
Cable length of 500mm ","HWZ973","49.00","4","Cables - Other","Drives - Enclosures","https://www.dove.co.nz/images/products/22530-271577.jpg","https://www.dove.co.nz/jump/22530","4710007222188","0 day(s)"
"SilverStone","SST-RMS03-26","SilverStone RMS03-26 Rail Kit","RMS03-26, 26"" High quality tool-less ball bearing sliding rail kit for rackmount chassis(
RM23-502, RM22-312, RM22-308, RM21-304, RM21-308, RM201B, RM208Mini, RMB41(w), RMB51(w)
https://www.silverstonetek.com/en/page/RMS-comparison

","HWZ980","99.00","0","Cases - OEM PC","_Unspecified","https://www.dove.co.nz/images/products/22050-2911910.jpg","https://www.dove.co.nz/jump/22050","4710679810515","15 Dec 22"
"SilverStone","SST-RMS06-22","SilverStone RMS06-22 Rail Kit","22"" High quality ball bearing sliding rail kit for 2U to 4U rackmount chassis
RM23-502-Mini, RM201B, RM400, RM42-502, RM41-506, RM41-H08
https://www.silverstonetek.com/en/page/RMS-comparison","HWZ981","76.00","17","Cases - OEM PC","Unspecified","https://www.dove.co.nz/images/products/21828-5513188.jpg","https://www.dove.co.nz/jump/21828","4710007226933","0 day(s)"
"SilverStone","G560RA02B000020","SilverStone Rack Mount Ear for GD07/GD08 Black","Durable all aluminum handle grip and steel mounting plate 
Pre-drilled Mounting holes ready for quick installation 
High quality textured treatment finish 
Ergonomically designed handle ","HWZ985","25.00","3","Cases - OEM PC","Unspecified","https://www.dove.co.nz/images/products/14937-508112.jpg","https://www.dove.co.nz/jump/14937","4710713968844","15 Dec 22"
"SilverStone","G56SDP0803LT020","SilverStone SDP08-LITE Single 3.5"" to 2x 2.5"" Bay","Grey, 1.0 mm SECC, 2 x 2.5"" hard drives/SSD, 101.6mm (W) x 25.4mm (H) x 146mm (D), 160g","HWZ99E","7.00","19","Drives - Enclosures","Unspecified","https://www.dove.co.nz/images/products/14974-319912.jpg","https://www.dove.co.nz/jump/14974","4710007220702","0 day(s)"
"SilverStone","SST-TS12C","Silverstone TS12-C USB3.1 Type-C 2.5/3.5 SATA HDD Dual Dock","USB 3.1Gen 2 up to 10Gbps Type-C docking station with offline clone and JBOD mode for dual 2.5"" or 3.5"" SATA drives
","HWZ99U","119.00","1","Drives - Enclosures","Unspecified","https://www.dove.co.nz/images/products/15798-4611146.jpg","https://www.dove.co.nz/jump/15798","4710007224069","45 day(s)"
"Logitech","960-000584","Logitech C270 HD 720p Webcam","1280x720 Pixel Video Calling, Up to 1280x720 Video Capture, Built In Mic with noise reduction, Universal Clip, 1.5m USB 2.0 Cable
","ILW5112","54.00","501","Web Cameras","Unspecified","https://www.dove.co.nz/images/products/7044-319268.jpg","https://www.dove.co.nz/jump/7044","097855070753","0 day(s)"
"Logitech","960-001370","Logitech C505 HD 720p Webcam","Step up from built-in laptop optics with a webcam that delivers crisp, smooth and colorful widescreen HD 720p video with a 60° diagonal field of view, fixed focus and auto light correction. C505e sounds great too with an omnidirectional mic that supports clear, natural conversation up to 3 meters away.
","ILW5113","69.00","101","Web Cameras","Unspecified","https://www.dove.co.nz/images/products/22237-1015291.jpg","https://www.dove.co.nz/jump/22237","097855163585","0 day(s)"
"Logitech","960-000770","Logitech C920 HD Pro 1080p Webcam","1920x1080 Pixel Video Calling (with Skype), Up to 1920x1080 Video Capture, H.264 Video Compression, Built In Dual Mics with Automatic Noise Reduction, Automatic low light correction, Autofocus, Tripod Ready Universal Clip","ILW5125","132.00","501","Web Cameras","Unspecified","https://www.dove.co.nz/images/products/8337-169249.jpg","https://www.dove.co.nz/jump/8337","097855074386","0 day(s)"
"Logitech","960-001090","Logitech C922 Pro Stream Webcam","1080p at 30fps, 720p at 60fps, H.264 Video Compression, Built In Dual Mics with Automatic Noise Reduction, Automatic low light correction, Autofocus, Tripod Ready Universal Clip, Works with XSplit, OBS","ILW5126","131.00","19","Web Cameras","Unspecified","https://www.dove.co.nz/images/products/14747-559710.jpg","https://www.dove.co.nz/jump/14747","097855124302","0 day(s)"
"Logitech","960-000976","Logitech C930e HD Pro Wide Angle 1080p Webcam","1920x1080 Pixel Video Calling (with Skype), Up to 1920x1080 Video Capture, H.264 Video Compression, 90 Degree Field of View,  Built In Dual Mics with Automatic Noise Reduction, Automatic low light correction, Autofocus, 4x Digital Zoom, Tripod Ready Universal Clip
","ILW5128","139.08","101","Web Cameras","Unspecified","https://www.dove.co.nz/images/products/10568-3611712.jpg","https://www.dove.co.nz/jump/10568","097855096005","0 day(s)"
"Logitech","960-001105","Logitech BRIO UHD 4K Webcam","4K Ultra HD, 2160p 30fps, 1080p 30 or 60 fps, 720p 30, 60 or 90fps, 65, 78 and 90 degree field of view, Built In Dual Mics with Automatic Noise Reduction, RightLight with HDR, Autofocus, 5x Zoom, Universal Clip","ILW5130","229.03","31","Web Cameras","Unspecified","https://www.dove.co.nz/images/products/15629-521495.jpg","https://www.dove.co.nz/jump/15629","097855125620","0 day(s)"
"Logitech","960-001283","Logitech StreamCam - Graphite","Share your passion with Logitech StreamCam. Designed with creators in mind, it’s the perfect camera for Twitch, YouTube, Instagram stories, or anywhere else you broadcast content.
Resolution for video recording and streaming: 1080p/60fps Focus type: autofocus Built-in mic: stereo/mono FOV: 78°","ILW5141","173.00","31","Web Cameras","Unspecified","https://www.dove.co.nz/images/products/21490-3110185.jpg","https://www.dove.co.nz/jump/21490","097855153227","0 day(s)"
"Logitech","960-001299","Logitech StreamCam - Off White","Share your passion with Logitech StreamCam. Designed with creators in mind, it’s the perfect camera for Twitch, YouTube, Instagram stories, or anywhere else you broadcast content.
Resolution for video recording and streaming: 1080p/60fps Focus type: autofocus Built-in mic: stereo/mono FOV: 78°.","ILW5142","173.00","8","Web Cameras","Unspecified","https://www.dove.co.nz/images/products/21491-3410185.jpg","https://www.dove.co.nz/jump/21491","097855154064","0 day(s)"
"Logitech","960-001423","Logitech Brio 500 - Graphite","Look and sound like you every meeting with Brio 500. Auto light correction helps you look clear in any lighting. Auto-framing centers the camera while you present, and Show Mode lets you quickly share work on your desk. Experience authentic meetings and put your best self forward.","ILW5156G","155.00","29","Web Cameras","_Unspecified","https://www.dove.co.nz/images/products/23939-2611219.jpg","https://www.dove.co.nz/jump/23939","","0 day(s)"
"Logitech","960-001429","Logitech Brio 500 - Off White","Look and sound like you every meeting with Brio 500. Auto light correction helps you look clear in any lighting. Auto-framing centers the camera while you present, and Show Mode lets you quickly share work on your desk. Experience authentic meetings and put your best self forward.","ILW5157W","155.00","15","Web Cameras","_Unspecified","https://www.dove.co.nz/images/products/23940-4813229.jpg","https://www.dove.co.nz/jump/23940","097855178879","0 day(s)"
"Logitech","960-001433","Logitech Brio 500 - Rose","Look and sound like you every meeting with Brio 500. Auto light correction helps you look clear in any lighting. Auto-framing centers the camera while you present, and Show Mode lets you quickly share work on your desk. Experience authentic meetings and put your best self forward","ILW5158R","155.00","15","Web Cameras","_Unspecified","https://www.dove.co.nz/images/products/23941-5113229.jpg","https://www.dove.co.nz/jump/23941","","0 day(s)"
"Logitech","960-001226","Logitech Rally Premium PTZ Camera (Camera Only)","Logitech Rally Camera sets a new standard in quality, design, and automation for USB-connected cameras. Rally Camera offers expansive PTZ coverage and Ultra-HD video that captures every seat in the conference room, boardroom, and auditorium, plus RightSense™ technologies that automatically frame human figures and optimize color and luminance for human faces. ","ILW5495","2148.18","0","VC Video Conference","Unspecified","https://www.dove.co.nz/images/products/18852-129286.jpg","https://www.dove.co.nz/jump/18852","","30 Dec 22"
"Logitech","960-001184","Logitech PTZ Pro 2 HD Camera","Logitech PTZ Pro 2 camera delivers brilliantly sharp image resolution, outstanding color reproduction, and exceptional optical accuracy to create life-like video calls in any environment --at half the price of comparable models","ILW5498","1035.33","4","VC Video Conference","Unspecified","https://www.dove.co.nz/images/products/15887-3810257.jpg","https://www.dove.co.nz/jump/15887","097855128249","07 Dec 22"
