Brand,Model,Item Number,Description,Frequency Range,SRP NZD (inc GST),Dealer NZD - 33% (ex GST),New Product,Price Change,Special Notes,UPC,EAN,Country of Origin,Customs Tariff Code,Shipping Weight (g),Shipping Weight (lbs),Length (mm),Height (mm),Width (mm),Length (in),Height (in),Width (in),Master Carton Qty,Master Carton Weight (g),Master Carton Weight (lbs),Master Carton Length (mm),Master Carton Height (mm),Master Carton Width (mm),Master Carton Length (in),Master Carton Height (in),Master Carton Width (in),Product Image 1,Product Image 2,Product Image 3,Product Image 4,Product Image 5,Product Image 6,Product Image 7,Product Image 8,Transducer Type,Polar Pattern,Spec Sheets,Spec Sheets,Spec Sheets,Spec Sheets,Spec Sheets,Whats in the Box
Sennheiser,AVX-MKE2 SET-3-AU,507183,Complete System: Includes SK AVX with MKE 2 premium quality omni-directional lapel mic with clip and Lithium Ion battery  EK AVX plug-on receiver with Lithium Ion Battery  hotshoe adaptor  belt adaptor  3.5mm to XLR 3F cable  micro-USB charging cable  power supply  pouch ANZ Version,,2049,1193.77,,,,615104280458,4044155214437,DE,85181000,87,0.19,320,73,170,12.60,2.87,6.69,3,1872.8,4.13,335,240,185,13.19,9.45,7.28,https://images.salsify.com/image/upload/s--VUku80aM--/36f9f237009f20f923193d07848e9d33b5302198.jpg,https://images.salsify.com/image/upload/s--K5j70E-C--/4485a9252ab731e68a1a4a877639b2a69a77fdcb.jpg,https://images.salsify.com/image/upload/s--TET5oKeN--/95a1bc9e9c542c9b0d01ebb5f4a6fb8cc8a6ca4d.jpg,https://images.salsify.com/image/upload/s--TA3i-dpr--/cf4749c30fc3bd025f16b0056ff8f1a647530d2c.jpg,,,,,Electret Condenser,Omnidirectional,,,,,,"(1) SK AVX Bodypack transmitter, (1) EKP AVX Plug-on Receiver, (1) EKP AVX Adapter, (1) MKE 2 Lavalier microphone, (1) BA 20 Rechargeable battery, (1) BA 30 Rechargeable battery, (1) CL 400 Adapter cable, (1) NT 5-10U Power supply, (1) Pouch, (1) Quick guide, (1) Safety guide"
Sennheiser,AWM 2 MK II,509297,"Antenna wall mount, metal housing, white, including 2 1G9 antennas",,269,156.72,,,,615104103801,4044155267488,CN,85177100,678,1.49,82,242,59,3.23,9.53,2.32,16,11244.0,24.79,260,305,255,10.24,12.01,10.04,https://images.salsify.com/image/upload/s--oW8P-QXi--/9b42bedbe12634474bea6187076e0c6a97bc866a.jpg,,,,,,,,,,https://www.sennheiser.com/globalassets/digizuite/40554-en-AWM2_AWM4_Product_Specification_v1.0_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/40554-en-AWM2_AWM4_Product_Specification_v1.0_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/40554-en-AWM2_AWM4_Product_Specification_v1.0_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/40554-en-AWM2_AWM4_Product_Specification_v1.0_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/40554-en-AWM2_AWM4_Product_Specification_v1.0_EN.pdf,"(1) AWM 2 MK II Wallmount antenna, (1) Wall mount adapter, (1) Drilling template, (1) Quick guide, (1) Safety guide"
Sennheiser,AWM 4,507358,"Antenna wall mount, metal housing, white, including 4 rod antennas",,539,314.03,,,,615104282476,4044155215755,CN,85177100,722,1.59,235,59,85,9.25,2.32,3.35,0,0.0,0.0,0,0,0,0.00,0.00,0.00,https://images.salsify.com/image/upload/s--uSE8ey8J--/f3a921afe5b3af23a4497c52a2f382a577ad29b9.jpg,,,,,,,,,,https://www.sennheiser.com/globalassets/digizuite/40479-en-2022_11_SpeechLine_Digital_Wireless_System_Specification_v3.2_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/40479-en-2022_11_SpeechLine_Digital_Wireless_System_Specification_v3.2_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/40479-en-2022_11_SpeechLine_Digital_Wireless_System_Specification_v3.2_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/40479-en-2022_11_SpeechLine_Digital_Wireless_System_Specification_v3.2_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/40479-en-2022_11_SpeechLine_Digital_Wireless_System_Specification_v3.2_EN.pdf,"(1) AWM 4 Wallmount antenna, (1) Wall mount adapter, (1) Drilling template, (1) Quick guide, (1) Safety guide"
Sennheiser,AWM UHF (470 - 694 MHZ),508865,"Active directional antenna (frequency range 470-694 MHz) for Evolution Wireless Digital microphone systems. Includes wallmount AWM antenna, wallmount adapter, drilling template, quick guide and safety guide.",,899,523.77,,,,615104343436,4044155250695,CN,85177100,,,,,,,,,8,9278.0,20.45,570,291,408,22.44,11.46,16.06,https://images.salsify.com/image/upload/s--wbS3EKkL--/219d667074811ba952d6f168f626ac45eaf6fb93.jpg,https://images.salsify.com/image/upload/s--2b4j8nni--/d0baef07a9e648c954e36a3d17093ec226b15bd0.jpg,https://images.salsify.com/image/upload/s--PMonkgJm--/2c23713a54113229106f7bc4c58781a02240d52a.jpg,https://images.salsify.com/image/upload/s--5wgEze1d--/f23bbeb68902d30c751af90f17851991b4cf2257.jpg,https://images.salsify.com/image/upload/s--EzZs8SRv--/f3b28e38638ba7dca97c6c7a08bda561b55862b3.jpg,,,,,,https://www.sennheiser.com/globalassets/digizuite/44671-en-AWM_Antenna_Product_Specification_v1.0_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/44671-en-AWM_Antenna_Product_Specification_v1.0_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/44671-en-AWM_Antenna_Product_Specification_v1.0_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/44671-en-AWM_Antenna_Product_Specification_v1.0_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/44671-en-AWM_Antenna_Product_Specification_v1.0_EN.pdf,"(1) AWM UHF Wallmount Antenna, (1) Wall mount adapter, (1) Drilling template, (1) Quick guide, (1) Safety guide"
Sennheiser,B 30,564557,"Battery sled (AA) for SK D1, SK AVX , and SL BODYPACK",,69,40.2,,,,615104268999,4044155206043,CN,85177900,21,0.05,110,,100,4.33,,3.94,100,2100.0,4.63,0,0,0,0.00,0.00,0.00,https://images.salsify.com/image/upload/s--zIF7H4UF--/6dfcc85bbf8360d8bc6d86629f72120beb864293.jpg,,,,,,,,,,,,,,,(1) BA 30 Rechargeable battery
Sennheiser,BA 10,505972,"Battery pack for handheld transmitter SKM D1, SKM AVX, and SL Handheld DW, Li-ion, 3.7 V, 2200 mAh",,139,80.98,,,,615104248717,4044155089097,ID,85076000,87,0.19,59,144,29,2.32,5.67,1.14,10,1001.88,2.21,194,178,149,7.64,7.01,5.87,https://images.salsify.com/image/upload/s--7tr9-bbm--/e275bae3af3a8f3f451b11648c55df3af5fb390b.jpg,,,,,,,,,,,,,,,(1) BA 10 Rechargeable battery
Sennheiser,BA 20,505973,"Li-Ion battery pack for receiver EKP-AVX, 3,7 V, micro-USB power jack",,99,57.68,,,,615104248724,4044155089103,ID,85076000,40,0.09,59,98,29,2.32,3.86,1.14,20,931.88,2.05,194,178,149,7.64,7.01,5.87,https://images.salsify.com/image/upload/s--VfgQqTuk--/b95f4d5c2bacb7e0e7349b92eb5bc02316de6d17.jpg,,,,,,,,,,,,,,,(1) BA 20 Rechargeable battery
Sennheiser,BA 2015,009950,"Battery pack, NiMh, for components of the SK G3/G4 series and 2000 series. 
**purchases of 4 or more units will be invoiced at SRP of $72.25 ea less prevailing dealer discount**",,159,92.63,,,,615104099500,4006087099506,DE,85078000,60,0.13,100,"0,1",160,3.94,0.00,6.30,100,6404.56,14.12,334,268,294,13.15,10.55,11.57,https://images.salsify.com/image/upload/s--vLz0O6Sb--/f715839de945c7911fb8205529aadaa3085c584e.png,,,,,,,,,,,,,,,(1) BA 2015 Rechargeable battery
Sennheiser,BA 30,505974,"Battery pack for bodypack transmitter SK D1, SK AVX, and SL Bodypack DW, Li-ion, 3.7 V, 2030 mAh",,139,80.98,,,,615104248731,4044155089110,ID,85076000,83,0.18,59,98,29,2.32,3.86,1.14,20,1791.88,3.95,194,178,149,7.64,7.01,5.87,https://images.salsify.com/image/upload/s--p6KP4haN--/bfa291db39b9b1d32d89b107f17b8aaeb3c7a5b3.jpg,,,,,,,,,,,,,,,(1) BA 30 Rechargeable battery
Sennheiser,BA 40,506656,"Battery pack for SL TABLESTAND 133 / 153-S DW-3 B, Li-Ion 3.6 V",,239,139.25,,,,615104264380,4044155099454,PL,85076000,70,0.15,75,33,60,2.95,1.30,2.36,10,956.88,2.11,334,168,234,13.15,6.61,9.21,https://images.salsify.com/image/upload/s--qegX9vl3--/6d016cd847b9db02337c0a8f68fc267d3d6ea515.jpg,,,,,,,,,,,,,,,(1) BA 40 Rechargeable battery
Sennheiser,BA 70,508860,"Rechargeable battery pack for EW-D SK and EW-D SKM-S, lithium ion",,99,57.68,,,,615104343290,4044155250640,CN,85076000,57,0.13,54,15,30,2.13,0.59,1.18,50,3174.88,7.0,394,193,244,15.51,7.60,9.61,https://images.salsify.com/image/upload/s--3j7vkPA1--/b7cb299489394024becd898ef4d2139f4984b34d.jpg,,,,,,,,,,https://www.sennheiser.com/globalassets/digizuite/49049-en-EW-D_System_Specification_v1.3_EN.pdf.pdf,https://www.sennheiser.com/globalassets/digizuite/49049-en-EW-D_System_Specification_v1.3_EN.pdf.pdf,https://www.sennheiser.com/globalassets/digizuite/49049-en-EW-D_System_Specification_v1.3_EN.pdf.pdf,https://www.sennheiser.com/globalassets/digizuite/49049-en-EW-D_System_Specification_v1.3_EN.pdf.pdf,https://www.sennheiser.com/globalassets/digizuite/49049-en-EW-D_System_Specification_v1.3_EN.pdf.pdf,(1) BA 70 Rechargeable battery
Sennheiser,BLACK CABLE FOR IE 400/500,508584,"Replacement cable for IE 400/500 Pro. 1,3m length with 3,5mm jack connector, black",,99,57.68,,,,615104326033,4044155244557,CN,85444290,12,0.03,225,"0,2",135,8.86,0.01,5.31,20,530.56,1.17,194,178,149,7.64,7.01,5.87,https://images.salsify.com/image/upload/s--llse_6qG--/b7f0383d770af17e4319a231b53441fd0fe6a49d.jpg,,,,,,,,,,,,,,,(1) Black Cable for IE 400/500
Sennheiser,BODYPACK CASE,508950,"Soft sided carry case for SK 6212, SK 6000, SK 9000. Also fits SK 5212, ew G3/G4 & 2000 series bodypack transmitters",,59,34.37,,,,615104349926,4044155253603,CN,42029298,165,0.36,225,41,124,8.86,1.61,4.88,20,3779.56,8.33,539,288,224,21.22,11.34,8.82,https://images.salsify.com/image/upload/s--PP16UXiZ--/68ce8a4d4257a3059eff8f67da1121c10c14848b.jpg,,,,,,,,,,,,,,,(1) BODYPACK CASE
Sennheiser,BOOM ARM,700101,3-point self-locking boom arm with cable management,,199,115.94,,,,615104379961,4044155271928,CN,85189000,1131,2.49,660,44,145,25.98,1.73,5.71,5,6620.0,14.59,676,249,159,26.61,9.80,6.26,https://images.salsify.com/image/upload/s--99ejwXxj--/9350cd13f8f5d177ac4302abcee5c9d032f22eb9.jpg,,,,,,,,,,https://www.sennheiser.com/globalassets/digizuite/41193-en-Profile_Streaming_Set_Spec_Sheet_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41193-en-Profile_Streaming_Set_Spec_Sheet_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41193-en-Profile_Streaming_Set_Spec_Sheet_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41193-en-Profile_Streaming_Set_Spec_Sheet_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41193-en-Profile_Streaming_Set_Spec_Sheet_EN.pdf,(1) Boom Arm
Sennheiser,Boom Mic HSP Essential-BE,508481,"Replacement boom mic and cable for HSP Essential Omni, 3-pin connector, beige. Neckband sold separately",,409,238.29,,,,615104317536,4044155240306,DE,85181000,45,0.10,225,"0,2",135,8.86,0.01,5.31,10,580.56,1.28,194,178,149,7.64,7.01,5.87,https://images.salsify.com/image/upload/s--Dy-6LdeH--/2fa5166227ddcf0f121235c0afa67322f2959297.jpg,,,,,,,,Condenser,Omnidirectional,,,,,,(1) Boom microphone HSP Essential-BE-3PIN
Sennheiser,Boom Mic HSP Essential-BE-EW,508480,"Replacement boom mic and cable for HSP Essential Omni, 3.5mm connector, beige. Neckband sold separately",,309,180.03,,,,615104317529,4044155240290,DE,85181000,45,0.10,225,"0,2",135,8.86,0.01,5.31,10,580.56,1.28,194,178,149,7.64,7.01,5.87,https://images.salsify.com/image/upload/s--Ed2P1U0W--/9d73a150ea49ff36f63214e910a0aef977a69903.jpg,,,,,,,,Condenser,Omnidirectional,,,,,,(1) Boom microphone HSP Essential-BE
Sennheiser,Boom Mic HSP Essential-BK,508483,"Replacement boom mic and cable for HSP Essential Omni, 3-pin connector, black. Neckband sold separately",,409,238.29,,,,615104317550,4044155240320,DE,85181000,45,0.10,225,"0,2",135,8.86,0.01,5.31,10,580.56,1.28,194,178,149,7.64,7.01,5.87,https://images.salsify.com/image/upload/s--uhIPp2GA--/d7cb6ec8ea24bdfdce3e9ac415b687d26937329a.jpg,,,,,,,,Condenser,Omnidirectional,,,,,,(1) Boom microphone HSP Essential-BK-3PIN
Sennheiser,Boom Mic HSP Essential-BK-EW,508482,"Replacement boom mic and cable for HSP Essential Omni, 3.5mm connector, black. Neckband sold separately",,309,180.03,,,,615104317543,4044155240313,DE,85181000,45,0.10,225,"0,2",135,8.86,0.01,5.31,10,580.56,1.28,194,178,149,7.64,7.01,5.87,https://images.salsify.com/image/upload/s--h3mFSdN8--/ef5661f825c2c1d09a64147c393aa38bfede0df4.jpg,,,,,,,,Condenser,Omnidirectional,,,,,,(1) Boom microphone HSP Essential-BK
Sennheiser,CA 2,009986,"Camera adapter with hot shoe, for EW bodypack transmitter and receiver",,39.95,23.28,,,,615104099869,4006087099865,DE,85181000,25,0.06,100,"0,1",160,3.94,0.00,6.30,100,2923.16,6.44,334,268,294,13.15,10.55,11.57,https://images.salsify.com/image/upload/s---1eWBltK--/bc77cddaf007ceb404b2f63344b5f64917427ddc.png,,,,,,,,,,,,,,,(1) CA 2 Camera mount adapter
Sennheiser,CABLE FOR HD 25 LIGHT,508822,"Replacement cable for HD 25 LIGHT, 1.5m length, with 3.5mm to 6.3mm jack adapter",,59,34.37,,,,615104339996,4044155249323,DE,85444290,36,0.08,225,6,135,8.86,0.24,5.31,20,850.56,1.88,194,178,149,7.64,7.01,5.87,https://images.salsify.com/image/upload/s--dAX7Xi4i--/52261442303aecac8174440a2dfa5bdbdfa973ba.jpg,,,,,,,,,,,,,,,(1) Cable for HD 25 Light
Sennheiser,CABLE II-8,505797,"Straight copper cable with coiled segment to eliminate structure born noise. Reinforced with Aramid for improved durability. Unterminated ends, 2 m. Compatible with the HMD 300 PRO, HMD 301 PRO, HMD/HME 26-II and the HMD/HME 27 PRO",,159,92.63,,,,615104246829,4044155087956,DE,85444290,"104,15",0.23,150,170,40,5.91,6.69,1.57,10,1172.06,2.58,194,178,149,7.64,7.01,5.87,https://images.salsify.com/image/upload/s--o8cYE3Kb--/cde5406f75e4d5c733cd157c0e374cecf7d07e35.jpg,,,,,,,,,,,,,,,(1) CABLE II-8
Sennheiser,CABLE II-X4F,505784,"Straight copper cable with coiled segment to eliminate structure born noise. Reinforced with Aramid for improved durability. XLR-4F connector, 2 m. Compatible with the HMD 300 PRO, HMD 301 PRO, HMD/HME 26-II and the HMD/HME 27 PRO",,199,115.94,,,,615104246287,4044155087604,DE,85444290,"141,33",0.31,150,170,40,5.91,6.69,1.57,20,3082.16,6.79,334,168,234,13.15,6.61,9.21,https://images.salsify.com/image/upload/s--VdeikQmU--/50b9d4b391ce32bbd1ac9a13a855daec4f1ea19f.jpg,,,,,,,,,,,,,,,(1) CABLE II-X4F
Sennheiser,CABLE II-X5,505785,"Straight copper cable with coiled segment to eliminate structure born noise. Reinforced with Aramid for improved durability. XLR-5M connector, 2 m. Compatible with the HMD 300 PRO, HMD 301 PRO, HMD/HME 26-II and the HMD/HME 27 PRO",,199,115.94,,,,615104246263,4044155087598,DE,85444290,"135,03",0.30,150,170,40,5.91,6.69,1.57,20,2956.16,6.52,334,168,234,13.15,6.61,9.21,https://images.salsify.com/image/upload/s--2S_MAo3v--/ae073d7caac0ca964f2b8b2e7566a530d323b5a9.jpg,,,,,,,,,,,,,,,(1) CABLE II-X5
Sennheiser,CABLE-II-6,508545,"Straight copper cable with coiled segment to eliminate structure born noise. Unterminated end, 1.85 m. Compatible with the HMD 300 PRO, HMD 301 PRO, HMD/HME 26-II and the HMD/HME 27 PRO",,159,92.63,,,,615104321700,4044155243291,CN,85444290,116,0.26,225,"0,2",135,8.86,0.01,5.31,10,590.56,1.3,194,178,149,7.64,7.01,5.87,https://images.salsify.com/image/upload/s--Fj0o51Qw--/a9a606f7d737f51ecb73ff5cde7a6bcbd7d48f37.jpg,,,,,,,,,,,,,,,(1) CABLE-II-6
Sennheiser,CC 3,503168,Plastic case for safe storage and transport of ew G3 and G4 components,,199,115.94,,,,615104149809,4044155033816,DE,42021250,1800,3.96,455,100,390,17.91,3.94,15.35,0,0.0,0.0,0,0,0,0.00,0.00,0.00,https://images.salsify.com/image/upload/s--GOnixY5c--/71ac27d818fda106c38e7d64695fb6317705b2c1.jpg,,,,,,,,,,,,,,,(1) CC 3 Case
Sennheiser,CHG 1-KIT-EU,506238,"Set with 2x L 2015 charger, 1x NT 1-1, 1x LA 2 and 2x BA 2015",,609,354.81,,,,615104257481,4044155094633,CN,85044055,"1050,8",2.31,285,190,160,11.22,7.48,6.30,100,105889.12,233.44,334,268,294,13.15,10.55,11.57,https://images.salsify.com/image/upload/s--64iQ86AP--/769d3e6a289d1e44ec3ae7dca6804936194a4435.jpg,,,,,,,,,,,,,,,"(2) L 2015 Battery charger, (1) NT 1-1 Power supply, (2) BA 2015 Rechargeable battery, (1) LA 2 Charging adapter"
Sennheiser,CHG 2 AU,506220,Dual slot charging system for Speechline Digital Wireless. Each port accepts either Handheld or Bodypack. Includes PSU,,509,296.55,,,,615104255005,4044155093117,DE,85044055,897,1.98,195,120,195,7.68,4.72,7.68,7,6279.0,13.84,420,335,325,16.54,13.19,12.80,https://images.salsify.com/image/upload/s--nEjrAR0h--/ec54d2b57740d7fefe31a19616d3f4ba33f2e16e.jpg,https://images.salsify.com/image/upload/s--MawLStvE--/51212d8942243b865a0496130477478335a8b899.jpg,https://images.salsify.com/image/upload/s--3f5i1fLN--/8574058e94902855a37b7217c16a77867c5d5ebd.jpg,,,,,,,,https://www.sennheiser.com/globalassets/digizuite/40479-en-2022_11_SpeechLine_Digital_Wireless_System_Specification_v3.2_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/40479-en-2022_11_SpeechLine_Digital_Wireless_System_Specification_v3.2_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/40479-en-2022_11_SpeechLine_Digital_Wireless_System_Specification_v3.2_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/40479-en-2022_11_SpeechLine_Digital_Wireless_System_Specification_v3.2_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/40479-en-2022_11_SpeechLine_Digital_Wireless_System_Specification_v3.2_EN.pdf,"(1) CHG 2 Battery charger, (1) NT 12-50CS Power supply, (1) Quick guide, (1) Safety guide"
Sennheiser,CHG 2N AU,508988,"2-compartment charger for SL HANDHELD and SL BODYPACK, network-compatible IPv4/6, including power supply",,719,418.9,,,,615104354999,4044155256598,DE,85044055,609,1.34,230,105,170,9.06,4.13,6.69,12,14421.0,31.79,604,378,304,23.78,14.88,11.97,https://images.salsify.com/image/upload/s--uwwbkrGd--/e33b75ad85327a69752f018c30fc20945eabf6f0.jpg,https://images.salsify.com/image/upload/s--AjU8KAtr--/ec8ce2e5c3f368b66df9744de07d0d2d9e356259.jpg,https://images.salsify.com/image/upload/s--42DpSxMO--/55c12587cf9150fdb2d13812551f1b59c1ffb68e.jpg,https://images.salsify.com/image/upload/s--25WQ-rZF--/9e49752ca49aa74f1c9a7de8f67db4d5f04a45a4.jpg,,,,,,,https://www.sennheiser.com/globalassets/digizuite/40479-en-2022_11_SpeechLine_Digital_Wireless_System_Specification_v3.2_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/40479-en-2022_11_SpeechLine_Digital_Wireless_System_Specification_v3.2_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/40479-en-2022_11_SpeechLine_Digital_Wireless_System_Specification_v3.2_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/40479-en-2022_11_SpeechLine_Digital_Wireless_System_Specification_v3.2_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/40479-en-2022_11_SpeechLine_Digital_Wireless_System_Specification_v3.2_EN.pdf,"(1) CHG 2N Battery charger, (1) NT 12-50CS Power supply, (1) Quick guide, (1) Safety guide"
Sennheiser,CHG 2W,506805,"2-compartment charger for SL TABLESTAND and interfaces, inductive, Qi standard, including power supply",,849,494.63,,,,615104269316,4044155206302,CN,85044055,945,2.08,294,63,228,11.57,2.48,8.98,6,5670.0,12.5,410,302,230,16.14,11.89,9.06,https://images.salsify.com/image/upload/s--fzR769Nd--/78c372a9eb9a79dfb0a0d840b012ef89c578e901.jpg,https://images.salsify.com/image/upload/s--nP8RJpUb--/7025c95669039d6acc0c8dd768bcaf0e3a746898.jpg,https://images.salsify.com/image/upload/s--7lH-ZlSJ--/314934b4450893640172734792e90f0949822631.jpg,https://images.salsify.com/image/upload/s--Id-7HwvY--/3a77b8b49b1f42147c8b1056465af47299e1fe47.jpg,https://images.salsify.com/image/upload/s--Ipje_01---/df3301ec04e43e5c08668cdf735242c71a4e86be.jpg,https://images.salsify.com/image/upload/s--qa6U50JE--/174d02ea7cf03e356feff5868da6efc3c0c47331.jpg,,,,,https://www.sennheiser.com/globalassets/digizuite/40479-en-2022_11_SpeechLine_Digital_Wireless_System_Specification_v3.2_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/40479-en-2022_11_SpeechLine_Digital_Wireless_System_Specification_v3.2_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/40479-en-2022_11_SpeechLine_Digital_Wireless_System_Specification_v3.2_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/40479-en-2022_11_SpeechLine_Digital_Wireless_System_Specification_v3.2_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/40479-en-2022_11_SpeechLine_Digital_Wireless_System_Specification_v3.2_EN.pdf,"(1) CHG 2W Wireless charger, (1) Power supply, (1) Quick guide, (1) Safety guide"
Sennheiser,CHG 4N AU,506803,Quad slot Network connected charging system for Speechline Digital Wireless. Each port accepts either Handheld or Bodypack transmitters. Includes PSU,,1689,984.03,,,,615104269262,4044155206289,DE,85044055,1734,3.82,354,158,214,13.94,6.22,8.43,5,9544.56,21.04,604,378,304,23.78,14.88,11.97,https://images.salsify.com/image/upload/s--F0lm_Ytd--/08fcd99e6d8716ed4970db34f3582d36465b7cb2.jpg,https://images.salsify.com/image/upload/s--cnWv_rx8--/ed173fa84dfeccf2143d0b7bfc4567a767a9321b.jpg,https://images.salsify.com/image/upload/s--C1UoxIQk--/d368ec62cd3b7dff78e21f1df50a4257d818fba7.jpg,https://images.salsify.com/image/upload/s--nC_wOBrq--/e10e57b9e8d93c472402a212a4d83148e72fd791.jpg,,,,,,,https://www.sennheiser.com/globalassets/digizuite/40479-en-2022_11_SpeechLine_Digital_Wireless_System_Specification_v3.2_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/40479-en-2022_11_SpeechLine_Digital_Wireless_System_Specification_v3.2_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/40479-en-2022_11_SpeechLine_Digital_Wireless_System_Specification_v3.2_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/40479-en-2022_11_SpeechLine_Digital_Wireless_System_Specification_v3.2_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/40479-en-2022_11_SpeechLine_Digital_Wireless_System_Specification_v3.2_EN.pdf,"(1) CHG 4N Battery charger, (1) NT 12-50CS Power supply, (1) Quick guide, (1) Safety guide"
Sennheiser,CHG 70N-C,700332,"Network enabled charger featuring two individual charging bays (compatible with EW-DX SKM, SK or BA 70). Includes CHG 70N-C, quick guide and safety guide.",,709,413.07,,,,615104391109,4044155279948,HU,85044060,640,1.41,104,200,116,4.09,7.87,4.57,10,8940.0,19.71,600,270,395,23.62,10.63,15.55,https://images.salsify.com/image/upload/s--Ni6Pl2b7--/00e2adabdc286485e1815717b80557c9b0c9e0ad.jpg,https://images.salsify.com/image/upload/s---9o46IU5--/9c884e99372f9f01a7be9a568248782444a4c6bd.jpg,https://images.salsify.com/image/upload/s--x-sXfIzD--/af86cc5fc0c39a04ab58d1f5241d3a01ce94f89c.jpg,https://images.salsify.com/image/upload/s--8ZTK2vK9--/b6a4aabdf65aa5a72d73a969c1a5add02cb7deed.jpg,,,,,,,https://www.sennheiser.com/globalassets/digizuite/44677-en-CHG_70N-C_Product_Specification_v1.0_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/44677-en-CHG_70N-C_Product_Specification_v1.0_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/44677-en-CHG_70N-C_Product_Specification_v1.0_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/44677-en-CHG_70N-C_Product_Specification_v1.0_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/44677-en-CHG_70N-C_Product_Specification_v1.0_EN.pdf,"(1) CHG 70N-C Battery charger, (1) Quick guide, (1) Safety guide"
